,applicant_id,week_number,behaviour,score
2456,19070221,7,Determined,8
2457,19070221,7,Professional,3
2458,19070221,7,Studious,8
2459,19070221,7,Imaginative,7
2460,19070221,8,Analytic,5
2461,19070221,8,Independent,8
2462,19070221,8,Determined,8
2463,19070221,8,Professional,8
2464,19070221,8,Studious,8
2465,19070221,8,Imaginative,6
2466,19070145,1,Analytic,4
2467,19070145,1,Independent,1
2468,19070145,1,Determined,6
2469,19070145,1,Professional,2
2470,19070145,1,Studious,1
2471,19070145,1,Imaginative,1
2472,19070145,2,Analytic,3
2473,19070145,2,Independent,2
2474,19070145,2,Determined,2
2475,19070145,2,Professional,2
2476,19070145,2,Studious,5
2477,19070145,2,Imaginative,2
2478,19070145,3,Analytic,4
2479,19070145,3,Independent,1
2480,19070145,3,Determined,6
2481,19070145,3,Professional,2
2482,19070145,3,Studious,3
2483,19070145,3,Imaginative,5
2484,19070145,4,Analytic,6
2485,19070145,4,Independent,7
2486,19070145,4,Determined,6
2487,19070145,4,Professional,4
2488,19070145,4,Studious,3
2489,19070145,4,Imaginative,2
2490,19070145,5,Analytic,8
2491,19070145,5,Independent,5
2492,19070145,5,Determined,3
2493,19070145,5,Professional,4
2494,19070145,5,Studious,3
2495,19070145,5,Imaginative,7
2496,19070145,6,Analytic,1
2497,19070145,6,Independent,8
2498,19070145,6,Determined,8
2499,19070145,6,Professional,8
2500,19070145,6,Studious,4
2501,19070145,6,Imaginative,8
2502,19070145,7,Analytic,8
2503,19070145,7,Independent,8
2504,19070145,7,Determined,8
2505,19070145,7,Professional,8
2506,19070145,7,Studious,8
2507,19070145,7,Imaginative,8
2508,19070145,8,Analytic,8
2509,19070145,8,Independent,7
2510,19070145,8,Determined,8
2511,19070145,8,Professional,8
2512,19070145,8,Studious,8
2513,19070145,8,Imaginative,8
2514,19070145,9,Analytic,8
2515,19070145,9,Independent,8
2516,19070145,9,Determined,7
2517,19070145,9,Professional,8
2518,19070145,9,Studious,8
2519,19070145,9,Imaginative,8
2520,19070145,10,Analytic,8
2521,19070145,10,Independent,8
2522,19070145,10,Determined,8
2523,19070145,10,Professional,8
2524,19070145,10,Studious,8
2525,19070145,10,Imaginative,8
2526,19070415,1,Analytic,4
2527,19070415,1,Independent,2
2528,19070415,1,Determined,5
2529,19070415,1,Professional,1
2530,19070415,1,Studious,1
2531,19070415,1,Imaginative,3
2532,19070415,2,Analytic,3
2533,19070415,2,Independent,3
2534,19070415,2,Determined,3
2535,19070415,2,Professional,3
2536,19070415,2,Studious,3
2537,19070415,2,Imaginative,1
2538,19070415,3,Analytic,3
2539,19070415,3,Independent,2
2540,19070415,3,Determined,6
2541,19070415,3,Professional,1
2542,19070415,3,Studious,5
2543,19070415,3,Imaginative,4
2544,19070415,4,Analytic,6
2545,19070415,4,Independent,3
2546,19070415,4,Determined,1
2547,19070415,4,Professional,7
2548,19070415,4,Studious,6
2549,19070415,4,Imaginative,6
2550,19070415,5,Analytic,8
2551,19070415,5,Independent,3
2552,19070415,5,Determined,5
2553,19070415,5,Professional,3
2554,19070415,5,Studious,8
2555,19070415,5,Imaginative,5
2556,19070415,6,Analytic,6
2557,19070415,6,Independent,8
2558,19070415,6,Determined,5
2559,19070415,6,Professional,5
2560,19070415,6,Studious,8
2561,19070415,6,Imaginative,1
2562,19070415,7,Analytic,8
2563,19070415,7,Independent,8
2564,19070415,7,Determined,5
2565,19070415,7,Professional,4
2566,19070415,7,Studious,7
2567,19070415,7,Imaginative,8
2568,19070415,8,Analytic,8
2569,19070415,8,Independent,8
2570,19070415,8,Determined,6
2571,19070415,8,Professional,8
2572,19070415,8,Studious,8
2573,19070415,8,Imaginative,8
2574,19070415,9,Analytic,8
2575,19070415,9,Independent,8
2576,19070415,9,Determined,8
2577,19070415,9,Professional,8
2578,19070415,9,Studious,8
2579,19070415,9,Imaginative,8
2580,19070415,10,Analytic,8
2581,19070415,10,Independent,8
2582,19070415,10,Determined,8
2583,19070415,10,Professional,7
2584,19070415,10,Studious,8
2585,19070415,10,Imaginative,8
2586,19060436,1,Analytic,1
2587,19060436,1,Independent,5
2588,19060436,1,Determined,4
2589,19060436,1,Professional,2
2590,19060436,1,Studious,1
2591,19060436,1,Imaginative,3
2592,19060436,2,Analytic,1
2593,19060436,2,Independent,3
2594,19060436,2,Determined,1
2595,19060436,2,Professional,2
2596,19060436,2,Studious,1
2597,19060436,2,Imaginative,3
2598,19070117,1,Analytic,1
2599,19070117,1,Independent,7
2600,19070117,1,Determined,2
2601,19070117,1,Professional,2
2602,19070117,1,Studious,3
2603,19070117,1,Imaginative,5
2604,19070117,2,Analytic,5
2605,19070117,2,Independent,1
2606,19070117,2,Determined,1
2607,19070117,2,Professional,5
2608,19070117,2,Studious,3
2609,19070117,2,Imaginative,3
2610,19070117,3,Analytic,2
2611,19070117,3,Independent,4
2612,19070117,3,Determined,5
2613,19070117,3,Professional,2
2614,19070117,3,Studious,2
2615,19070117,3,Imaginative,4
2616,19070117,4,Analytic,8
2617,19070117,4,Independent,8
2618,19070117,4,Determined,8
2619,19070117,4,Professional,6
2620,19070117,4,Studious,4
2621,19070117,4,Imaginative,6
2622,19070117,5,Analytic,6
2623,19070117,5,Independent,6
2624,19070117,5,Determined,3
2625,19070117,5,Professional,8
2626,19070117,5,Studious,5
2627,19070117,5,Imaginative,6
2628,19070117,6,Analytic,8
2629,19070117,6,Independent,3
2630,19070117,6,Determined,3
2631,19070117,6,Professional,5
2632,19070117,6,Studious,7
2633,19070117,6,Imaginative,6
2634,19070117,7,Analytic,4
2635,19070117,7,Independent,8
2636,19070117,7,Determined,8
2637,19070117,7,Professional,8
2638,19070117,7,Studious,8
2639,19070117,7,Imaginative,8
2640,19070117,8,Analytic,8
2641,19070117,8,Independent,7
2642,19070117,8,Determined,4
2643,19070117,8,Professional,8
2644,19070117,8,Studious,3
2645,19070117,8,Imaginative,8
2646,19070117,9,Analytic,8
2647,19070117,9,Independent,6
2648,19070117,9,Determined,3
2649,19070117,9,Professional,8
2650,19070117,9,Studious,8
2651,19070117,9,Imaginative,7
2652,19070117,10,Analytic,8
2653,19070117,10,Independent,8
2654,19070117,10,Determined,2
2655,19070117,10,Professional,6
2656,19070117,10,Studious,8
2657,19070117,10,Imaginative,8
2658,19070175,1,Analytic,8
2659,19070175,1,Independent,2
2660,19070175,1,Determined,3
2661,19070175,1,Professional,6
2662,19070175,1,Studious,4
2663,19070175,1,Imaginative,4
2664,19070175,2,Analytic,2
2665,19070175,2,Independent,1
2666,19070175,2,Determined,3
2667,19070175,2,Professional,4
2668,19070175,2,Studious,3
2669,19070175,2,Imaginative,4
2670,19070175,3,Analytic,1
2671,19070175,3,Independent,1
2672,19070175,3,Determined,6
2673,19070175,3,Professional,2
2674,19070175,3,Studious,4
2675,19070175,3,Imaginative,2
2676,19070175,4,Analytic,8
2677,19070175,4,Independent,4
2678,19070175,4,Determined,8
2679,19070175,4,Professional,4
2680,19070175,4,Studious,8
2681,19070175,4,Imaginative,8
2682,19070175,5,Analytic,8
2683,19070175,5,Independent,7
2684,19070175,5,Determined,6
2685,19070175,5,Professional,8
2686,19070175,5,Studious,5
2687,19070175,5,Imaginative,7
2688,19070175,6,Analytic,3
2689,19070175,6,Independent,6
2690,19070175,6,Determined,6
2691,19070175,6,Professional,6
2692,19070175,6,Studious,5
2693,19070175,6,Imaginative,5
2694,19070175,7,Analytic,8
2695,19070175,7,Independent,8
2696,19070175,7,Determined,7
2697,19070175,7,Professional,8
2698,19070175,7,Studious,8
2699,19070175,7,Imaginative,8
2700,19070175,8,Analytic,8
2701,19070175,8,Independent,6
2702,19070175,8,Determined,8
2703,19070175,8,Professional,8
2704,19070175,8,Studious,8
2705,19070175,8,Imaginative,7
2706,19070175,9,Analytic,7
2707,19070175,9,Independent,8
2708,19070175,9,Determined,8
2709,19070175,9,Professional,8
2710,19070175,9,Studious,7
2711,19070175,9,Imaginative,8
2712,19070175,10,Analytic,8
2713,19070175,10,Independent,8
2714,19070175,10,Determined,8
2715,19070175,10,Professional,8
2716,19070175,10,Studious,8
2717,19070175,10,Imaginative,8
2718,19070292,1,Analytic,2
2719,19070292,1,Independent,7
2720,19070292,1,Determined,1
2721,19070292,1,Professional,6
2722,19070292,1,Studious,5
2723,19070292,1,Imaginative,4
2724,19070292,2,Analytic,2
2725,19070292,2,Independent,3
2726,19070292,2,Determined,1
2727,19070292,2,Professional,1
2728,19070292,2,Studious,4
2729,19070292,2,Imaginative,1
2730,19070292,3,Analytic,1
2731,19070292,3,Independent,4
2732,19070292,3,Determined,2
2733,19070292,3,Professional,1
2734,19070292,3,Studious,1
2735,19070292,3,Imaginative,2
2736,19060393,1,Analytic,5
2737,19060393,1,Independent,5
2738,19060393,1,Determined,6
2739,19060393,1,Professional,5
2740,19060393,1,Studious,4
2741,19060393,1,Imaginative,2
2742,19060393,2,Analytic,4
2743,19060393,2,Independent,5
2744,19060393,2,Determined,4
2745,19060393,2,Professional,5
2746,19060393,2,Studious,4
2747,19060393,2,Imaginative,3
2748,19060393,3,Analytic,3
2749,19060393,3,Independent,2
2750,19060393,3,Determined,1
2751,19060393,3,Professional,3
2752,19060393,3,Studious,4
2753,19060393,3,Imaginative,4
2754,19060393,4,Analytic,7
2755,19060393,4,Independent,7
2756,19060393,4,Determined,5
2757,19060393,4,Professional,1
2758,19060393,4,Studious,6
2759,19060393,4,Imaginative,8
2760,19060393,5,Analytic,6
2761,19060393,5,Independent,8
2762,19060393,5,Determined,8
2763,19060393,5,Professional,5
2764,19060393,5,Studious,5
2765,19060393,5,Imaginative,8
2766,19060393,6,Analytic,3
2767,19060393,6,Independent,5
2768,19060393,6,Determined,6
2769,19060393,6,Professional,7
2770,19060393,6,Studious,8
2771,19060393,6,Imaginative,7
2772,19060393,7,Analytic,8
2773,19060393,7,Independent,8
2774,19060393,7,Determined,6
2775,19060393,7,Professional,6
2776,19060393,7,Studious,8
2777,19060393,7,Imaginative,8
2778,19060393,8,Analytic,8
2779,19060393,8,Independent,8
2780,19060393,8,Determined,8
2781,19060393,8,Professional,8
2782,19060393,8,Studious,8
2783,19060393,8,Imaginative,8
2784,19060393,9,Analytic,8
2785,19060393,9,Independent,7
2786,19060393,9,Determined,8
2787,19060393,9,Professional,8
2788,19060393,9,Studious,8
2789,19060393,9,Imaginative,6
2790,19060393,10,Analytic,8
2791,19060393,10,Independent,8
2792,19060393,10,Determined,8
2793,19060393,10,Professional,8
2794,19060393,10,Studious,8
2795,19060393,10,Imaginative,8
2796,19060386,1,Analytic,1
2797,19060386,1,Independent,5
2798,19060386,1,Determined,4
2799,19060386,1,Professional,4
2800,19060386,1,Studious,3
2801,19060386,1,Imaginative,6
2802,19060386,2,Analytic,4
2803,19060386,2,Independent,4
2804,19060386,2,Determined,3
2805,19060386,2,Professional,1
2806,19060386,2,Studious,2
2807,19060386,2,Imaginative,2
2808,19060386,3,Analytic,2
2809,19060386,3,Independent,3
2810,19060386,3,Determined,6
2811,19060386,3,Professional,1
2812,19060386,3,Studious,5
2813,19060386,3,Imaginative,1
2814,19060386,4,Analytic,3
2815,19060386,4,Independent,7
2816,19060386,4,Determined,3
2817,19060386,4,Professional,2
2818,19060386,4,Studious,6
2819,19060386,4,Imaginative,3
2820,19060386,5,Analytic,6
2821,19060386,5,Independent,4
2822,19060386,5,Determined,7
2823,19060386,5,Professional,7
2824,19060386,5,Studious,8
2825,19060386,5,Imaginative,7
2826,19060386,6,Analytic,8
2827,19060386,6,Independent,6
2828,19060386,6,Determined,8
2829,19060386,6,Professional,7
2830,19060386,6,Studious,4
2831,19060386,6,Imaginative,5
2832,19060386,7,Analytic,8
2833,19060386,7,Independent,8
2834,19060386,7,Determined,6
2835,19060386,7,Professional,8
2836,19060386,7,Studious,8
2837,19060386,7,Imaginative,8
2838,19060386,8,Analytic,7
2839,19060386,8,Independent,4
2840,19060386,8,Determined,8
2841,19060386,8,Professional,8
2842,19060386,8,Studious,8
2843,19060386,8,Imaginative,8
2844,19060386,9,Analytic,8
2845,19060386,9,Independent,8
2846,19060386,9,Determined,8
2847,19060386,9,Professional,8
2848,19060386,9,Studious,8
2849,19060386,9,Imaginative,8
2850,19060386,10,Analytic,8
2851,19060386,10,Independent,8
2852,19060386,10,Determined,8
2853,19060386,10,Professional,8
2854,19060386,10,Studious,8
2855,19060386,10,Imaginative,8
2856,19060422,1,Analytic,3
2857,19060422,1,Independent,2
2858,19060422,1,Determined,4
2859,19060422,1,Professional,3
2860,19060422,1,Studious,1
2861,19060422,1,Imaginative,4
2862,19060422,2,Analytic,3
2863,19060422,2,Independent,3
2864,19060422,2,Determined,5
2865,19060422,2,Professional,1
2866,19060422,2,Studious,2
2867,19060422,2,Imaginative,1
2868,19060422,3,Analytic,2
2869,19060422,3,Independent,5
2870,19060422,3,Determined,3
2871,19060422,3,Professional,3
2872,19060422,3,Studious,3
2873,19060422,3,Imaginative,4
2874,19060422,4,Analytic,4
2875,19060422,4,Independent,8
2876,19060422,4,Determined,4
2877,19060422,4,Professional,1
2878,19060422,4,Studious,4
2879,19060422,4,Imaginative,5
2880,19060422,5,Analytic,6
2881,19060422,5,Independent,4
2882,19060422,5,Determined,5
2883,19060422,5,Professional,4
2884,19060422,5,Studious,1
2885,19060422,5,Imaginative,5
2886,19060422,6,Analytic,6
2887,19060422,6,Independent,6
2888,19060422,6,Determined,8
2889,19060422,6,Professional,6
2890,19060422,6,Studious,3
2891,19060422,6,Imaginative,5
2892,19060422,7,Analytic,8
2893,19060422,7,Independent,8
2894,19060422,7,Determined,8
2895,19060422,7,Professional,8
2896,19060422,7,Studious,7
2897,19060422,7,Imaginative,8
2898,19060422,8,Analytic,8
2899,19060422,8,Independent,7
2900,19060422,8,Determined,4
2901,19060422,8,Professional,8
2902,19060422,8,Studious,8
2903,19060422,8,Imaginative,5
2904,19060422,9,Analytic,8
2905,19060422,9,Independent,6
2906,19060422,9,Determined,8
2907,19060422,9,Professional,8
2908,19060422,9,Studious,8
2909,19060422,9,Imaginative,5
2910,19060422,10,Analytic,8
2911,19060422,10,Independent,8
2912,19060422,10,Determined,8
2913,19060422,10,Professional,8
2914,19060422,10,Studious,8
2915,19060422,10,Imaginative,8
2916,19060299,1,Analytic,2
2917,19060299,1,Independent,4
2918,19060299,1,Determined,4
2919,19060299,1,Professional,1
2920,19060299,1,Studious,3
2921,19060299,1,Imaginative,7
2922,19060299,2,Analytic,1
2923,19060299,2,Independent,3
2924,19060299,2,Determined,4
2925,19060299,2,Professional,3
2926,19060299,2,Studious,1
2927,19060299,2,Imaginative,3
2928,19060299,3,Analytic,2
2929,19060299,3,Independent,1
2930,19060299,3,Determined,2
2931,19060299,3,Professional,2
2932,19060299,3,Studious,5
2933,19060299,3,Imaginative,3
2934,19060299,4,Analytic,8
2935,19060299,4,Independent,6
2936,19060299,4,Determined,7
2937,19060299,4,Professional,8
2938,19060299,4,Studious,4
2939,19060299,4,Imaginative,5
2940,19060299,5,Analytic,7
2941,19060299,5,Independent,8
2942,19060299,5,Determined,7
2943,19060299,5,Professional,8
2944,19060299,5,Studious,4
2945,19060299,5,Imaginative,4
2946,19060299,6,Analytic,3
2947,19060299,6,Independent,2
2948,19060299,6,Determined,7
2949,19060299,6,Professional,6
2950,19060299,6,Studious,5
2951,19060299,6,Imaginative,8
2952,19060299,7,Analytic,6
2953,19060299,7,Independent,7
2954,19060299,7,Determined,8
2955,19060299,7,Professional,8
2956,19060299,7,Studious,7
2957,19060299,7,Imaginative,8
2958,19060299,8,Analytic,8
2959,19060299,8,Independent,4
2960,19060299,8,Determined,8
2961,19060299,8,Professional,4
2962,19060299,8,Studious,8
2963,19060299,8,Imaginative,8
2964,19060299,9,Analytic,8
2965,19060299,9,Independent,5
2966,19060299,9,Determined,8
2967,19060299,9,Professional,8
2968,19060299,9,Studious,8
2969,19060299,9,Imaginative,8
2970,19060299,10,Analytic,8
2971,19060299,10,Independent,8
2972,19060299,10,Determined,8
2973,19060299,10,Professional,8
2974,19060299,10,Studious,8
2975,19060299,10,Imaginative,8
2976,19060143,1,Analytic,4
2977,19060143,1,Independent,3
2978,19060143,1,Determined,6
2979,19060143,1,Professional,2
2980,19060143,1,Studious,3
2981,19060143,1,Imaginative,1
2982,19060143,2,Analytic,1
2983,19060143,2,Independent,3
2984,19060143,2,Determined,1
2985,19060143,2,Professional,1
2986,19060143,2,Studious,1
2987,19060143,2,Imaginative,4
2988,19070033,1,Analytic,4
2989,19070033,1,Independent,3
2990,19070033,1,Determined,6
2991,19070033,1,Professional,2
2992,19070033,1,Studious,4
2993,19070033,1,Imaginative,4
2994,19070033,2,Analytic,4
2995,19070033,2,Independent,6
2996,19070033,2,Determined,1
2997,19070033,2,Professional,2
2998,19070033,2,Studious,1
2999,19070033,2,Imaginative,1
3000,19070033,3,Analytic,2
3001,19070033,3,Independent,5
3002,19070033,3,Determined,6
3003,19070033,3,Professional,2
3004,19070033,3,Studious,2
3005,19070033,3,Imaginative,1
3006,19070033,4,Analytic,8
3007,19070033,4,Independent,2
3008,19070033,4,Determined,6
3009,19070033,4,Professional,6
3010,19070033,4,Studious,8
3011,19070033,4,Imaginative,8
3012,19070033,5,Analytic,7
3013,19070033,5,Independent,5
3014,19070033,5,Determined,8
3015,19070033,5,Professional,6
3016,19070033,5,Studious,7
3017,19070033,5,Imaginative,8
3018,19070033,6,Analytic,1
3019,19070033,6,Independent,7
3020,19070033,6,Determined,8
3021,19070033,6,Professional,1
3022,19070033,6,Studious,7
3023,19070033,6,Imaginative,8
3024,19070033,7,Analytic,6
3025,19070033,7,Independent,8
3026,19070033,7,Determined,8
3027,19070033,7,Professional,8
3028,19070033,7,Studious,8
3029,19070033,7,Imaginative,8
3030,19070033,8,Analytic,3
3031,19070033,8,Independent,8
3032,19070033,8,Determined,7
3033,19070033,8,Professional,7
3034,19070033,8,Studious,8
3035,19070033,8,Imaginative,8
3036,19070033,9,Analytic,8
3037,19070033,9,Independent,8
3038,19070033,9,Determined,8
3039,19070033,9,Professional,8
3040,19070033,9,Studious,8
3041,19070033,9,Imaginative,8
3042,19070033,10,Analytic,8
3043,19070033,10,Independent,8
3044,19070033,10,Determined,8
3045,19070033,10,Professional,8
3046,19070033,10,Studious,8
3047,19070033,10,Imaginative,8
3048,19070121,1,Analytic,3
3049,19070121,1,Independent,2
3050,19070121,1,Determined,7
3051,19070121,1,Professional,5
3052,19070121,1,Studious,4
3053,19070121,1,Imaginative,4
3054,19070121,2,Analytic,6
3055,19070121,2,Independent,6
3056,19070121,2,Determined,2
3057,19070121,2,Professional,3
3058,19070121,2,Studious,2
3059,19070121,2,Imaginative,3
3060,19070121,3,Analytic,2
3061,19070121,3,Independent,1
3062,19070121,3,Determined,4
3063,19070121,3,Professional,2
3064,19070121,3,Studious,4
3065,19070121,3,Imaginative,2
3066,19070121,4,Analytic,3
3067,19070121,4,Independent,6
3068,19070121,4,Determined,2
3069,19070121,4,Professional,4
3070,19070121,4,Studious,5
3071,19070121,4,Imaginative,7
3072,19070121,5,Analytic,7
3073,19070121,5,Independent,4
3074,19070121,5,Determined,8
3075,19070121,5,Professional,7
3076,19070121,5,Studious,8
3077,19070121,5,Imaginative,8
3078,19070121,6,Analytic,8
3079,19070121,6,Independent,7
3080,19070121,6,Determined,5
3081,19070121,6,Professional,4
3082,19070121,6,Studious,5
3083,19070121,6,Imaginative,3
3084,19070121,7,Analytic,8
3085,19070121,7,Independent,6
3086,19070121,7,Determined,8
3087,19070121,7,Professional,3
3088,19070121,7,Studious,8
3089,19070121,7,Imaginative,6
3090,19070121,8,Analytic,5
3091,19070121,8,Independent,8
3092,19070121,8,Determined,8
3093,19070121,8,Professional,8
3094,19070121,8,Studious,8
3095,19070121,8,Imaginative,7
3096,19070121,9,Analytic,8
3097,19070121,9,Independent,6
3098,19070121,9,Determined,8
3099,19070121,9,Professional,8
3100,19070121,9,Studious,8
3101,19070121,9,Imaginative,7
3102,19070121,10,Analytic,8
3103,19070121,10,Independent,8
3104,19070121,10,Determined,8
3105,19070121,10,Professional,8
3106,19070121,10,Studious,8
3107,19070121,10,Imaginative,8
3108,19060207,1,Analytic,3
3109,19060207,1,Independent,5
3110,19060207,1,Determined,2
3111,19060207,1,Professional,4
3112,19060207,1,Studious,1
3113,19060207,1,Imaginative,3
3114,19060207,2,Analytic,2
3115,19060207,2,Independent,1
3116,19060207,2,Determined,5
3117,19060207,2,Professional,3
3118,19060207,2,Studious,4
3119,19060207,2,Imaginative,3
3120,19060207,3,Analytic,3
3121,19060207,3,Independent,8
3122,19060207,3,Determined,1
3123,19060207,3,Professional,2
3124,19060207,3,Studious,2
3125,19060207,3,Imaginative,1
3126,19060207,4,Analytic,8
3127,19060207,4,Independent,4
3128,19060207,4,Determined,2
3129,19060207,4,Professional,5
3130,19060207,4,Studious,2
3131,19060207,4,Imaginative,5
3132,19060207,5,Analytic,1
3133,19060207,5,Independent,8
3134,19060207,5,Determined,6
3135,19060207,5,Professional,8
3136,19060207,5,Studious,5
3137,19060207,5,Imaginative,1
3138,19060207,6,Analytic,8
3139,19060207,6,Independent,3
3140,19060207,6,Determined,8
3141,19060207,6,Professional,8
3142,19060207,6,Studious,8
3143,19060207,6,Imaginative,5
3144,19060207,7,Analytic,8
3145,19060207,7,Independent,8
3146,19060207,7,Determined,8
3147,19060207,7,Professional,8
3148,19060207,7,Studious,7
3149,19060207,7,Imaginative,8
3150,19060207,8,Analytic,8
3151,19060207,8,Independent,8
3152,19060207,8,Determined,8
3153,19060207,8,Professional,8
3154,19060207,8,Studious,6
3155,19060207,8,Imaginative,8
3156,19060075,1,Analytic,6
3157,19060075,1,Independent,1
3158,19060075,1,Determined,2
3159,19060075,1,Professional,1
3160,19060075,1,Studious,5
3161,19060075,1,Imaginative,7
3162,19060075,2,Analytic,5
3163,19060075,2,Independent,2
3164,19060075,2,Determined,6
3165,19060075,2,Professional,2
3166,19060075,2,Studious,2
3167,19060075,2,Imaginative,1
3168,19060075,3,Analytic,5
3169,19060075,3,Independent,2
3170,19060075,3,Determined,5
3171,19060075,3,Professional,3
3172,19060075,3,Studious,3
3173,19060075,3,Imaginative,2
3174,19060075,4,Analytic,5
3175,19060075,4,Independent,4
3176,19060075,4,Determined,4
3177,19060075,4,Professional,8
3178,19060075,4,Studious,3
3179,19060075,4,Imaginative,8
3180,19060075,5,Analytic,4
3181,19060075,5,Independent,6
3182,19060075,5,Determined,7
3183,19060075,5,Professional,7
3184,19060075,5,Studious,8
3185,19060075,5,Imaginative,5
3186,19060075,6,Analytic,3
3187,19060075,6,Independent,2
3188,19060075,6,Determined,8
3189,19060075,6,Professional,5
3190,19060075,6,Studious,6
3191,19060075,6,Imaginative,8
3192,19060075,7,Analytic,8
3193,19060075,7,Independent,8
3194,19060075,7,Determined,7
3195,19060075,7,Professional,8
3196,19060075,7,Studious,8
3197,19060075,7,Imaginative,8
3198,19060075,8,Analytic,6
3199,19060075,8,Independent,7
3200,19060075,8,Determined,8
3201,19060075,8,Professional,8
3202,19060075,8,Studious,8
3203,19060075,8,Imaginative,7
3204,19060302,1,Analytic,1
3205,19060302,1,Independent,4
3206,19060302,1,Determined,6
3207,19060302,1,Professional,5
3208,19060302,1,Studious,1
3209,19060302,1,Imaginative,1
3210,19060302,2,Analytic,1
3211,19060302,2,Independent,6
3212,19060302,2,Determined,4
3213,19060302,2,Professional,3
3214,19060302,2,Studious,1
3215,19060302,2,Imaginative,6
3216,19060302,3,Analytic,4
3217,19060302,3,Independent,4
3218,19060302,3,Determined,4
3219,19060302,3,Professional,6
3220,19060302,3,Studious,1
3221,19060302,3,Imaginative,4
3222,19060302,4,Analytic,7
3223,19060302,4,Independent,6
3224,19060302,4,Determined,5
3225,19060302,4,Professional,5
3226,19060302,4,Studious,4
3227,19060302,4,Imaginative,4
3228,19060302,5,Analytic,5
3229,19060302,5,Independent,8
3230,19060302,5,Determined,7
3231,19060302,5,Professional,4
3232,19060302,5,Studious,4
3233,19060302,5,Imaginative,5
3234,19060302,6,Analytic,3
3235,19060302,6,Independent,6
3236,19060302,6,Determined,4
3237,19060302,6,Professional,5
3238,19060302,6,Studious,7
3239,19060302,6,Imaginative,8
3240,19060302,7,Analytic,8
3241,19060302,7,Independent,8
3242,19060302,7,Determined,2
3243,19060302,7,Professional,7
3244,19060302,7,Studious,7
3245,19060302,7,Imaginative,8
3246,19060302,8,Analytic,8
3247,19060302,8,Independent,8
3248,19060302,8,Determined,1
3249,19060302,8,Professional,2
3250,19060302,8,Studious,6
3251,19060302,8,Imaginative,7
3252,19070105,1,Analytic,7
3253,19070105,1,Independent,3
3254,19070105,1,Determined,2
3255,19070105,1,Professional,4
3256,19070105,1,Studious,2
3257,19070105,1,Imaginative,2
3258,19070105,2,Analytic,2
3259,19070105,2,Independent,3
3260,19070105,2,Determined,5
3261,19070105,2,Professional,7
3262,19070105,2,Studious,3
3263,19070105,2,Imaginative,1
3264,19070105,3,Analytic,4
3265,19070105,3,Independent,1
3266,19070105,3,Determined,2
3267,19070105,3,Professional,3
3268,19070105,3,Studious,6
3269,19070105,3,Imaginative,1
3270,19070105,4,Analytic,4
3271,19070105,4,Independent,2
3272,19070105,4,Determined,8
3273,19070105,4,Professional,8
3274,19070105,4,Studious,8
3275,19070105,4,Imaginative,5
3276,19070105,5,Analytic,7
3277,19070105,5,Independent,2
3278,19070105,5,Determined,2
3279,19070105,5,Professional,8
3280,19070105,5,Studious,5
3281,19070105,5,Imaginative,8
3282,19070105,6,Analytic,7
3283,19070105,6,Independent,4
3284,19070105,6,Determined,6
3285,19070105,6,Professional,6
3286,19070105,6,Studious,8
3287,19070105,6,Imaginative,7
3288,19070105,7,Analytic,8
3289,19070105,7,Independent,8
3290,19070105,7,Determined,8
3291,19070105,7,Professional,2
3292,19070105,7,Studious,8
3293,19070105,7,Imaginative,5
3294,19070105,8,Analytic,8
3295,19070105,8,Independent,8
3296,19070105,8,Determined,4
3297,19070105,8,Professional,8
3298,19070105,8,Studious,8
3299,19070105,8,Imaginative,8
3300,19070154,1,Analytic,3
3301,19070154,1,Independent,4
3302,19070154,1,Determined,3
3303,19070154,1,Professional,2
3304,19070154,1,Studious,4
3305,19070154,1,Imaginative,3
3306,19070154,2,Analytic,1
3307,19070154,2,Independent,3
3308,19070154,2,Determined,2
3309,19070154,2,Professional,1
3310,19070154,2,Studious,1
3311,19070154,2,Imaginative,3
3312,19060205,1,Analytic,2
3313,19060205,1,Independent,1
3314,19060205,1,Determined,3
3315,19060205,1,Professional,4
3316,19060205,1,Studious,3
3317,19060205,1,Imaginative,1
3318,19060205,2,Analytic,4
3319,19060205,2,Independent,2
3320,19060205,2,Determined,6
3321,19060205,2,Professional,4
3322,19060205,2,Studious,5
3323,19060205,2,Imaginative,1
3324,19060205,3,Analytic,2
3325,19060205,3,Independent,5
3326,19060205,3,Determined,4
3327,19060205,3,Professional,1
3328,19060205,3,Studious,3
3329,19060205,3,Imaginative,2
3330,19060205,4,Analytic,6
3331,19060205,4,Independent,8
3332,19060205,4,Determined,6
3333,19060205,4,Professional,8
3334,19060205,4,Studious,6
3335,19060205,4,Imaginative,5
3336,19060205,5,Analytic,5
3337,19060205,5,Independent,8
3338,19060205,5,Determined,8
3339,19060205,5,Professional,6
3340,19060205,5,Studious,6
3341,19060205,5,Imaginative,8
3342,19060205,6,Analytic,8
3343,19060205,6,Independent,2
3344,19060205,6,Determined,7
3345,19060205,6,Professional,8
3346,19060205,6,Studious,5
3347,19060205,6,Imaginative,4
3348,19060205,7,Analytic,7
3349,19060205,7,Independent,7
3350,19060205,7,Determined,8
3351,19060205,7,Professional,7
3352,19060205,7,Studious,8
3353,19060205,7,Imaginative,6
3354,19060205,8,Analytic,8
3355,19060205,8,Independent,7
3356,19060205,8,Determined,6
3357,19060205,8,Professional,8
