,applicant_id,language_name,score
1361,19070175,5,4
1362,19070175,3,4
1363,19070176,4,2
1364,19070176,0,6
1365,19070178,4,5
1366,19070178,0,4
1367,19070178,7,2
1368,19070178,5,1
1369,19070179,4,4
1370,19070179,0,5
1371,19070180,4,2
1372,19070180,8,1
1373,19070180,3,3
1374,19070182,,0
1375,19070184,4,2
1376,19070184,1,5
1377,19070184,8,1
1378,19070184,3,1
1379,19070185,7,5
1380,19070185,5,7
1381,19070185,3,3
1382,19070186,0,3
1383,19070186,8,1
1384,19070187,4,4
1385,19070187,0,3
1386,19070187,1,5
1387,19070187,8,1
1388,19070187,5,2
1389,19070188,4,3
1390,19070188,6,5
1391,19070188,5,2
1392,19070191,4,3
1393,19070191,1,9
1394,19070191,6,5
1395,19070192,4,1
1396,19070192,1,4
1397,19070192,3,4
1398,19070193,4,3
1399,19070193,1,3
1400,19070193,6,1
1401,19070193,7,4
1402,19070193,8,3
1403,19070193,5,2
1404,19070194,0,1
1405,19070194,5,6
1406,19070195,7,5
1407,19070196,0,1
1408,19070196,6,3
1409,19070196,3,3
1410,19070197,4,4
1411,19070197,0,4
1412,19070197,1,5
1413,19070197,7,2
1414,19070197,3,4
1415,19070198,4,1
1416,19070198,2,1
1417,19070198,7,5
1418,19070198,3,5
1419,19070199,4,4
1420,19070199,8,2
1421,19070200,0,1
1422,19070200,6,3
1423,19070200,7,9
1424,19070200,8,1
1425,19070201,0,1
1426,19070201,8,3
1427,19070202,6,1
1428,19070202,7,8
1429,19070202,5,4
1430,19070202,3,3
1431,19070203,4,2
1432,19070203,0,2
1433,19070203,2,5
1434,19070203,8,1
1435,19070203,3,2
1436,19070204,6,4
1437,19070204,3,1
1438,19070207,7,3
1439,19070207,8,1
1440,19070208,4,2
1441,19070208,0,3
1442,19070208,6,3
1443,19070208,2,6
1444,19070208,8,2
1445,19070209,0,2
1446,19070209,1,4
1447,19070209,6,2
1448,19070209,8,2
1449,19070210,1,1
1450,19070210,8,3
1451,19070211,4,4
1452,19070211,0,3
1453,19070211,1,1
1454,19070211,2,5
1455,19070211,8,4
1456,19070211,5,4
1457,19070212,2,2
1458,19070212,7,3
1459,19070212,5,3
1460,19070213,0,3
1461,19070213,1,1
1462,19070213,8,2
1463,19070213,3,2
1464,19070215,2,2
1465,19070215,8,1
1466,19070216,4,2
1467,19070216,2,2
1468,19070217,2,1
1469,19070217,8,2
1470,19070217,5,5
1471,19070219,4,3
1472,19070219,1,3
1473,19070219,6,3
1474,19070219,2,1
1475,19070220,1,1
1476,19070220,7,1
1477,19070220,8,4
1478,19070221,4,4
1479,19070221,0,1
1480,19070221,1,2
1481,19070221,8,1
1482,19070221,5,4
1483,19070222,0,2
1484,19070222,5,5
1485,19070222,3,6
1486,19070225,4,8
1487,19070225,0,1
1488,19070225,1,5
1489,19070225,6,1
1490,19070228,3,3
1491,19070229,4,2
1492,19070229,1,5
1493,19070231,4,6
1494,19070231,2,2
1495,19070231,7,3
1496,19070231,8,3
1497,19070233,0,1
1498,19070233,6,4
1499,19070233,7,3
1500,19070233,5,2
1501,19070233,0,1
1502,19070233,6,4
1503,19070233,7,3
1504,19070233,5,2
1505,19070234,4,2
1506,19070234,2,2
1507,19070234,7,1
1508,19070234,8,6
1509,19070235,4,2
1510,19070235,5,4
1511,19070236,2,1
1512,19070237,0,5
1513,19070237,8,1
1514,19070237,3,2
1515,19070238,1,6
1516,19070238,2,2
1517,19070238,5,3
1518,19070241,4,7
1519,19070241,6,3
1520,19070241,2,4
1521,19070241,7,4
1522,19070241,8,5
1523,19070241,5,3
1524,19070242,4,1
1525,19070242,0,1
1526,19070242,2,1
1527,19070242,8,2
1528,19070242,3,3
1529,19070245,4,6
1530,19070245,2,1
1531,19070245,7,5
1532,19070245,8,3
1533,19070248,1,4
1534,19070248,5,5
1535,19070251,4,2
1536,19070251,6,4
1537,19070251,8,1
1538,19070251,3,3
1539,19070252,1,3
1540,19070252,8,3
1541,19070252,3,2
1542,19070254,1,3
1543,19070254,6,3
1544,19070255,4,1
1545,19070255,1,3
1546,19070256,4,4
1547,19070256,2,3
1548,19070256,8,1
1549,19070257,6,4
1550,19070257,7,5
1551,19070257,5,1
1552,19070258,2,4
1553,19070258,8,1
1554,19070258,5,3
1555,19070259,4,3
1556,19070259,1,2
1557,19070259,6,4
1558,19070259,7,1
1559,19070262,6,1
1560,19070262,2,2
1561,19070262,3,2
1562,19070263,0,7
1563,19070263,1,1
1564,19070263,6,6
1565,19070264,6,4
1566,19070264,2,1
1567,19070264,8,2
1568,19070264,5,4
1569,19070264,3,1
1570,19070265,,0
1571,19070266,2,4
1572,19070267,4,3
1573,19070267,1,1
1574,19070267,6,5
1575,19070267,8,1
1576,19070268,4,5
1577,19070268,1,6
1578,19070268,2,1
1579,19070268,8,1
1580,19070269,,0
1581,19070270,2,8
1582,19070270,3,5
1583,19070272,0,6
1584,19070272,1,2
1585,19070272,6,3
1586,19070272,8,3
1587,19070272,5,3
1588,19070274,6,2
1589,19070274,2,3
1590,19070275,4,4
1591,19070276,0,3
1592,19070276,6,3
1593,19070276,2,3
1594,19070276,7,2
1595,19070276,8,3
1596,19070277,4,3
1597,19070277,1,1
1598,19070278,2,1
1599,19070281,5,4
1600,19070282,2,1
1601,19070282,5,1
1602,19070284,2,7
1603,19070284,8,1
1604,19070284,5,3
1605,19070286,1,2
1606,19070287,2,3
1607,19070287,5,1
1608,19070288,0,1
1609,19070288,1,3
1610,19070288,6,6
1611,19070288,8,1
1612,19070288,3,6
1613,19070289,,0
1614,19070291,0,2
1615,19070291,6,4
1616,19070291,8,5
1617,19070292,7,3
1618,19070293,3,1
1619,19070295,4,3
1620,19070295,5,4
1621,19070295,3,6
1622,19070296,0,3
1623,19070296,2,2
1624,19070296,7,7
1625,19070296,5,2
1626,19070299,6,5
1627,19070299,8,2
1628,19070301,2,4
1629,19070301,7,2
1630,19070301,3,3
1631,19070306,5,2
1632,19070306,3,5
1633,19070307,4,7
1634,19070307,1,4
1635,19070307,5,3
1636,19070307,3,2
1637,19070308,4,4
1638,19070308,0,2
1639,19070308,1,4
1640,19070308,2,2
1641,19070308,8,1
1642,19070310,4,7
1643,19070310,0,2
1644,19070310,6,1
1645,19070310,5,2
1646,19070310,3,5
1647,19070312,4,3
1648,19070312,6,5
1649,19070312,5,2
1650,19070312,3,3
1651,19070313,0,1
1652,19070313,6,6
1653,19070313,2,4
1654,19070313,8,3
1655,19070314,0,1
1656,19070314,7,5
1657,19070314,5,3
1658,19070314,3,4
1659,19070316,1,1
1660,19070316,8,2
1661,19070317,4,6
1662,19070317,1,2
1663,19070317,8,1
1664,19070319,1,4
1665,19070319,8,1
1666,19070319,3,2
1667,19070320,1,1
1668,19070320,3,1
1669,19070321,1,3
1670,19070321,3,3
1671,19070324,4,3
1672,19070324,5,6
1673,19070325,0,2
1674,19070325,6,6
1675,19070325,3,5
1676,19070326,4,2
1677,19070326,6,2
1678,19070327,8,3
1679,19070328,4,1
1680,19070328,5,3
1681,19070331,0,5
1682,19070331,1,2
1683,19070331,2,3
1684,19070331,5,1
1685,19070332,6,5
1686,19070332,8,1
1687,19070332,3,2
1688,19070334,2,4
1689,19070334,5,4
1690,19070335,1,2
1691,19070335,6,4
1692,19070335,2,1
1693,19070337,4,1
1694,19070337,0,1
1695,19070337,1,3
1696,19070337,2,5
1697,19070337,8,2
1698,19070338,4,4
1699,19070338,0,4
1700,19070338,1,2
1701,19070338,6,4
1702,19070338,3,1
1703,19070341,4,3
1704,19070342,4,3
1705,19070342,1,2
1706,19070342,6,4
1707,19070342,2,4
1708,19070342,7,3
1709,19070342,8,2
1710,19070342,3,3
1711,19070343,4,4
1712,19070343,0,2
1713,19070343,7,2
1714,19070343,5,2
1715,19070344,4,3
1716,19070344,1,1
1717,19070344,6,3
1718,19070344,8,1
1719,19070345,1,1
1720,19070346,1,4
1721,19070346,6,3
1722,19070346,5,4
1723,19070347,6,4
1724,19070347,2,2
1725,19070347,8,1
1726,19070347,5,3
1727,19070347,3,3
1728,19070349,2,5
1729,19070349,5,1
1730,19070351,1,2
1731,19070351,7,3
1732,19070351,5,4
1733,19070354,1,1
1734,19070354,2,4
1735,19070360,1,3
1736,19070360,8,1
1737,19070360,3,2
1738,19070363,4,1
1739,19070363,0,1
1740,19070363,1,4
1741,19070363,5,4
1742,19070364,4,3
1743,19070364,2,1
1744,19070365,4,2
1745,19070365,6,2
1746,19070365,7,4
1747,19070365,8,1
1748,19070365,5,4
1749,19070367,0,3
1750,19070368,1,4
1751,19070369,4,2
1752,19070369,1,4
1753,19070369,6,3
1754,19070369,7,2
1755,19070370,4,1
1756,19070370,0,2
1757,19070370,1,5
1758,19070370,6,3
1759,19070371,6,3
1760,19070371,5,6
1761,19070371,3,2
1762,19070373,6,2
1763,19070373,7,5
1764,19070373,8,1
1765,19070375,6,4
1766,19070375,8,1
1767,19070376,4,1
1768,19070376,5,3
1769,19070377,0,6
1770,19070377,1,2
1771,19070377,6,3
1772,19070377,2,2
1773,19070377,8,1
1774,19070377,5,4
1775,19070378,0,3
1776,19070378,1,2
1777,19070378,8,2
1778,19070378,5,4
1779,19070380,0,2
1780,19070380,6,3
1781,19070380,2,2
1782,19070380,5,3
1783,19070382,1,4
1784,19070382,8,2
1785,19070382,5,1
1786,19070382,3,2
1787,19070384,0,3
1788,19070384,6,7
1789,19070384,2,3
1790,19070385,4,5
1791,19070385,0,6
1792,19070385,2,2
1793,19070385,8,3
1794,19070387,1,1
1795,19070387,6,2
1796,19070387,2,3
1797,19070387,8,1
1798,19070388,4,1
1799,19070388,0,2
1800,19070388,1,4
1801,19070388,6,5
1802,19070388,2,4
1803,19070388,5,7
1804,19070389,4,2
1805,19070389,0,4
1806,19070389,1,1
1807,19070389,6,1
1808,19070389,2,5
1809,19070389,7,1
1810,19070389,3,2
1811,19070390,0,3
1812,19070390,2,2
1813,19070390,3,7
1814,19070391,0,3
1815,19070391,1,2
1816,19070391,7,4
1817,19070392,0,3
1818,19070392,8,2
1819,19070392,5,4
1820,19070393,1,2
1821,19070393,5,5
1822,19070394,4,2
1823,19070394,1,2
1824,19070394,5,1
1825,19070394,3,3
1826,19070395,4,2
1827,19070395,8,3
1828,19070395,5,1
1829,19070395,3,2
1830,19070396,7,1
1831,19070398,4,1
1832,19070398,0,5
1833,19070398,7,1
1834,19070400,0,3
1835,19070400,6,3
1836,19070400,2,1
1837,19070400,7,3
1838,19070401,6,1
1839,19070401,2,1
1840,19070401,7,1
1841,19070402,6,4
1842,19070402,7,6
1843,19070402,8,2
1844,19070402,5,1
1845,19070403,6,2
1846,19070403,3,1
1847,19070404,0,2
1848,19070404,5,2
1849,19070405,,0
1850,19070407,4,1
1851,19070410,0,3
1852,19070410,2,2
1853,19070411,1,1
1854,19070411,6,3
1855,19070413,7,4
1856,19070413,8,1
1857,19070413,3,2
1858,19070414,2,5
1859,19070415,4,3
1860,19070415,6,2
1861,19070415,2,4
1862,19070415,5,6
1863,19070416,6,4
1864,19070416,7,5
1865,19070417,,0
1866,19070418,7,5
1867,19070418,5,2
1868,19070419,1,3
1869,19070419,3,1
1870,19070420,6,3
1871,19070421,0,5
1872,19070421,3,2
1873,19070422,4,2
1874,19070422,0,6
1875,19070422,2,1
1876,19070422,7,7
1877,19070422,8,2
1878,19070424,7,1
1879,19070426,0,4
1880,19070426,1,4
1881,19070426,5,3
1882,19070426,3,2
1883,19070429,4,3
1884,19070429,1,2
1885,19070429,2,2
1886,19070429,7,7
1887,19070429,5,2
1888,19070429,3,3
1889,19070430,4,7
1890,19070434,1,4
1891,19070434,6,2
1892,19070434,8,3
1893,19070434,3,4
1894,19070435,0,6
1895,19070435,1,2
1896,19070435,7,2
1897,19070435,3,7
1898,19070436,0,1
1899,19070436,1,2
1900,19070436,2,3
1901,19070436,7,3
1902,19070436,3,2
1903,19070437,1,3
1904,19070437,3,4
1905,19070438,4,1
1906,19070438,6,2
1907,19070438,8,3
1908,19070438,5,2
1909,19070439,2,2
1910,19070439,7,5
1911,19070439,3,1
1912,19070440,4,6
1913,19070440,1,8
1914,19070440,6,2
1915,19070440,2,2
1916,19070440,7,3
1917,19070440,5,3
1918,19070443,4,2
1919,19070443,1,5
1920,19070443,2,3
1921,19070443,5,1
1922,19070444,,0
1923,19070445,4,1
1924,19070445,1,3
1925,19070445,6,1
1926,19070445,5,5
1927,19070445,3,1
1928,19070447,4,4
1929,19070447,0,3
1930,19070447,1,5
1931,19070447,7,5
1932,19070447,8,2
1933,19070447,5,3
1934,19070449,0,2
1935,19070449,2,1
1936,19070449,7,3
1937,19070451,0,3
1938,19070451,2,4
1939,19070451,7,2
1940,19070451,3,1
1941,19070452,4,4
1942,19070452,6,1
1943,19070454,4,3
1944,19070454,0,2
1945,19070454,6,3
1946,19070454,2,5
1947,19070454,3,2
1948,19070455,4,3
1949,19070455,0,4
1950,19070455,1,2
1951,19070455,8,2
1952,19070455,5,3
1953,19070456,4,3
1954,19070456,1,1
1955,19070457,0,5
1956,19070457,1,5
1957,19070457,2,4
1958,19070457,3,1
1959,19070460,6,2
1960,19070460,2,3
1961,19070460,8,2
1962,19060000,0,1
1963,19060000,1,1
1964,19060000,6,1
1965,19060000,2,1
1966,19060000,7,3
1967,19060000,8,1
1968,19060000,3,5
1969,19060001,1,5
1970,19060001,2,5
1971,19060002,4,2
1972,19060002,6,3
1973,19060002,5,4
1974,19060002,3,5
1975,19060003,0,1
1976,19060003,6,1
1977,19060004,0,2
1978,19060004,6,6
1979,19060004,2,5
1980,19060004,7,7
1981,19060004,8,1
1982,19060005,4,2
1983,19060005,1,4
1984,19060005,7,6
1985,19060005,3,3
1986,19060006,0,2
1987,19060006,7,3
1988,19060006,5,6
1989,19060008,4,2
1990,19060008,2,2
1991,19060008,7,3
1992,19060008,5,2
1993,19060009,7,1
1994,19060011,4,3
1995,19060011,0,2
1996,19060011,6,3
1997,19060011,5,5
1998,19060015,4,4
1999,19060015,0,2
2000,19060015,1,3
2001,19060015,6,1
2002,19060016,1,6
2003,19060016,6,2
2004,19060016,7,1
2005,19060016,8,1
2006,19060017,4,5
2007,19060017,1,2
2008,19060017,7,2
2009,19060017,8,3
2010,19060018,4,5
2011,19060018,6,1
2012,19060018,2,2
2013,19060018,7,3
2014,19060018,5,6
2015,19060018,3,1
2016,19060019,6,5
2017,19060019,8,2
2018,19060020,0,3
2019,19060020,2,3
2020,19060020,7,3
2021,19060020,8,2
2022,19060020,5,3
2023,19060020,3,1
2024,19060021,4,2
2025,19060021,2,2
2026,19060021,8,3
2027,19060021,3,2
2028,19060022,7,3
2029,19060022,3,3
2030,19060023,7,3
2031,19060023,8,1
2032,19060024,0,1
2033,19060024,6,5
2034,19060024,7,3
2035,19060024,8,3
2036,19060028,0,6
2037,19060028,5,1
2038,19060028,3,1
2039,19060029,6,2
2040,19060030,4,1
2041,19060030,0,2
2042,19060030,1,3
2043,19060030,8,1
2044,19060032,4,2
2045,19060032,0,3
2046,19060032,2,4
2047,19060032,3,1
2048,19060034,1,3
2049,19060034,5,5
2050,19060036,4,2
2051,19060036,0,1
2052,19060036,1,2
2053,19060036,3,4
2054,19060037,2,1
2055,19060037,7,8
2056,19060038,7,2
2057,19060038,8,2
2058,19060038,5,5
2059,19060038,3,4
2060,19060039,0,3
2061,19060039,1,4
2062,19060039,6,5
2063,19060039,7,2
2064,19060039,8,5
2065,19060039,3,4
2066,19060040,4,1
2067,19060040,1,3
2068,19060041,4,4
2069,19060042,1,3
2070,19060042,6,3
2071,19060043,0,1
2072,19060044,6,1
2073,19060044,2,3
2074,19060044,7,1
2075,19060045,6,3
2076,19060045,2,2
2077,19060046,4,5
2078,19060046,1,4
2079,19060046,2,2
2080,19060046,7,1
2081,19060046,8,3
2082,19060047,4,1
2083,19060047,1,2
2084,19060047,6,4
2085,19060047,7,2
2086,19060047,5,2
2087,19060051,0,3
2088,19060051,1,4
2089,19060051,7,3
2090,19060051,8,2
2091,19060054,1,5
2092,19060054,2,3
2093,19060055,0,3
2094,19060055,1,2
2095,19060055,7,2
2096,19060055,8,1
2097,19060055,5,3
2098,19060056,7,3
2099,19060057,4,4
2100,19060057,0,4
2101,19060057,2,4
2102,19060057,7,2
2103,19060057,8,1
2104,19060059,1,1
2105,19060059,5,3
2106,19060060,4,4
2107,19060060,0,3
2108,19060060,2,4
2109,19060060,5,1
2110,19060061,4,4
2111,19060061,1,2
2112,19060061,6,3
2113,19060061,2,1
2114,19060061,8,2
2115,19060061,5,3
2116,19060064,4,2
2117,19060064,1,7
2118,19060064,6,7
2119,19060064,3,1
2120,19060066,4,2
2121,19060066,0,5
2122,19060066,7,5
2123,19060066,8,2
2124,19060068,4,1
2125,19060068,0,2
2126,19060068,8,3
2127,19060069,8,4
2128,19060069,5,5
2129,19060069,3,5
2130,19060070,4,2
2131,19060070,5,2
2132,19060071,4,1
2133,19060071,6,2
2134,19060071,2,5
2135,19060072,0,5
2136,19060072,7,1
2137,19060073,3,1
2138,19060075,1,2
2139,19060075,2,3
2140,19060075,5,3
2141,19060078,4,3
2142,19060078,0,5
2143,19060078,1,9
2144,19060078,2,3
2145,19060078,8,2
2146,19060079,4,3
2147,19060079,2,4
2148,19060079,8,4
2149,19060079,5,2
2150,19060080,0,2
2151,19060080,1,2
2152,19060080,7,2
2153,19060081,4,4
2154,19060081,1,2
2155,19060081,8,3
2156,19060081,3,3
2157,19060082,0,4
2158,19060083,4,1
2159,19060083,1,4
2160,19060083,6,2
2161,19060083,8,1
2162,19060084,0,3
2163,19060084,1,3
2164,19060084,2,1
2165,19060084,7,1
2166,19060084,8,3
2167,19060085,2,2
2168,19060085,3,3
2169,19060086,1,1
2170,19060086,8,2
2171,19060086,5,2
2172,19060087,0,5
2173,19060087,6,1
2174,19060087,2,1
2175,19060087,3,2
2176,19060089,4,3
2177,19060089,5,1
2178,19060089,3,2
2179,19060090,1,6
2180,19060090,6,4
2181,19060090,5,3
2182,19060090,3,5
2183,19060091,0,3
2184,19060091,5,2
2185,19060094,1,1
2186,19060094,6,1
2187,19060094,7,3
2188,19060094,5,3
2189,19060096,4,2
2190,19060096,2,4
2191,19060096,7,4
2192,19060096,5,1
2193,19060097,1,4
2194,19060099,0,4
2195,19060099,6,3
2196,19060100,6,1
2197,19060100,8,5
2198,19060103,6,1
2199,19060103,5,1
2200,19060103,3,1
2201,19060104,0,5
2202,19060104,7,2
2203,19060104,8,1
2204,19060104,5,5
2205,19060105,0,3
2206,19060105,6,3
2207,19060105,8,4
2208,19060106,0,2
2209,19060106,2,5
2210,19060106,3,2
2211,19060107,0,4
2212,19060107,6,2
2213,19060107,8,1
2214,19060107,3,1
2215,19060109,1,2
2216,19060109,7,2
2217,19060109,8,1
2218,19060109,3,2
2219,19060113,0,4
2220,19060113,1,3
2221,19060113,6,1
2222,19060113,8,4
2223,19060113,3,2
2224,19060114,4,1
2225,19060114,1,2
2226,19060114,6,5
2227,19060114,2,2
2228,19060115,0,6
2229,19060115,3,1
2230,19060117,0,5
2231,19060117,1,2
2232,19060118,7,4
2233,19060118,7,4
2234,19060119,4,4
2235,19060119,0,3
2236,19060119,1,3
2237,19060119,6,1
2238,19060119,2,2
2239,19060119,8,1
2240,19060119,5,4
2241,19060119,3,2
2242,19060120,1,1
2243,19060120,7,3
2244,19060120,5,2
2245,19060120,3,4
2246,19060121,0,1
2247,19060121,1,1
2248,19060121,6,1
2249,19060121,7,6
2250,19060121,5,7
2251,19060123,1,2
2252,19060123,6,2
2253,19060123,2,6
2254,19060123,8,1
2255,19060125,4,4
2256,19060125,0,3
2257,19060125,2,2
2258,19060125,7,4
2259,19060125,5,7
2260,19060126,4,4
2261,19060126,1,2
2262,19060126,8,2
2263,19060126,5,1
2264,19060127,0,6
2265,19060127,7,1
2266,19060128,0,2
2267,19060128,1,1
2268,19060128,8,4
2269,19060128,5,4
2270,19060128,3,4
2271,19060129,1,4
2272,19060129,8,2
2273,19060129,5,6
2274,19060130,4,5
2275,19060130,0,1
2276,19060130,1,3
2277,19060130,6,5
2278,19060130,8,1
2279,19060130,3,2
2280,19060131,4,3
2281,19060131,6,5
2282,19060131,2,2
2283,19060131,7,3
2284,19060131,5,2
2285,19060131,3,1
2286,19060132,6,5
2287,19060132,2,4
2288,19060132,5,4
2289,19060132,3,2
2290,19060133,4,1
2291,19060133,8,1
2292,19060141,6,4
2293,19060141,7,1
2294,19060141,8,2
2295,19060143,2,5
2296,19060143,8,1
2297,19060143,5,4
2298,19060145,0,1
2299,19060145,6,3
2300,19060145,5,1
2301,19060146,1,4
2302,19060146,6,5
2303,19060146,5,3
2304,19060151,2,2
2305,19060151,7,1
2306,19060152,0,3
2307,19060152,1,3
2308,19060152,6,4
2309,19060152,7,5
2310,19060152,3,8
2311,19060153,0,1
2312,19060153,1,6
2313,19060153,6,6
2314,19060153,8,4
2315,19060157,0,6
2316,19060157,6,2
2317,19060157,3,7
2318,19060158,4,2
2319,19060158,0,1
2320,19060158,3,3
2321,19060159,4,2
2322,19060159,1,3
2323,19060162,6,2
2324,19060162,3,3
2325,19060164,7,4
2326,19060164,8,4
2327,19060166,4,2
2328,19060166,1,2
2329,19060167,0,3
2330,19060168,6,6
2331,19060171,4,4
2332,19060171,0,2
2333,19060171,1,6
2334,19060171,6,2
2335,19060171,8,4
2336,19060174,7,4
2337,19060174,5,4
2338,19060174,3,3
2339,19060175,1,3
2340,19060175,7,6
2341,19060175,8,5
2342,19060176,1,2
2343,19060176,6,8
2344,19060176,7,4
2345,19060177,6,3
2346,19060177,2,7
2347,19060177,8,3
2348,19060177,3,3
2349,19060178,4,2
2350,19060178,2,2
2351,19060178,3,2
2352,19060179,1,2
2353,19060180,4,4
2354,19060180,0,3
2355,19060180,2,4
2356,19060180,7,2
2357,19060180,5,4
2358,19060182,8,1
2359,19060183,4,5
2360,19060183,0,2
2361,19060186,0,2
2362,19060186,1,8
2363,19060186,7,2
2364,19060186,8,1
2365,19060187,4,3
2366,19060187,1,1
2367,19060187,2,4
2368,19060187,3,2
2369,19060189,4,6
2370,19060189,1,5
2371,19060189,2,1
2372,19060189,5,6
2373,19060191,1,3
2374,19060191,2,4
2375,19060191,5,3
2376,19060191,3,6
2377,19060192,6,3
2378,19060192,2,2
2379,19060192,7,2
2380,19060192,3,1
2381,19060194,4,5
2382,19060194,6,3
2383,19060196,4,4
2384,19060196,2,1
2385,19060196,5,4
2386,19060198,8,1
2387,19060198,5,3
2388,19060203,4,1
2389,19060203,0,3
2390,19060203,1,4
2391,19060203,6,1
2392,19060203,7,1
2393,19060204,0,1
2394,19060204,6,2
2395,19060204,8,2
2396,19060205,1,2
2397,19060205,6,6
2398,19060207,4,5
2399,19060207,7,5
2400,19060207,8,3
2401,19060208,5,7
2402,19060209,4,2
2403,19060209,0,3
2404,19060209,6,6
2405,19060209,5,4
2406,19060212,4,5
2407,19060212,1,4
2408,19060212,7,1
2409,19060212,5,4
2410,19060212,3,2
2411,19060215,4,3
2412,19060215,0,2
2413,19060215,1,3
2414,19060215,8,2
2415,19060216,0,1
2416,19060216,2,3
2417,19060217,2,2
2418,19060217,8,1
2419,19060217,5,6
2420,19060218,4,3
2421,19060218,0,5
2422,19060218,1,5
2423,19060218,6,4
2424,19060218,2,3
2425,19060218,3,2
2426,19060219,4,4
2427,19060219,0,4
2428,19060219,5,4
2429,19060219,3,8
2430,19060220,4,5
2431,19060220,0,7
2432,19060220,2,2
2433,19060222,0,4
2434,19060222,1,3
2435,19060222,2,1
2436,19060222,7,2
2437,19060223,4,4
2438,19060223,6,1
2439,19060223,7,2
2440,19060223,8,2
2441,19060223,3,4
2442,19060224,2,3
2443,19060224,5,3
2444,19060224,3,2
2445,19060225,0,3
2446,19060225,1,1
2447,19060225,2,5
2448,19060225,7,3
2449,19060225,5,3
2450,19060225,3,3
2451,19060226,4,2
2452,19060226,0,3
2453,19060226,8,2
2454,19060226,5,1
2455,19060228,7,2
2456,19060228,5,1
2457,19060230,1,3
2458,19060230,7,6
2459,19060230,8,2
2460,19060231,2,7
2461,19060232,1,5
2462,19060232,2,4
2463,19060232,7,5
2464,19060232,3,3
2465,19060233,0,2
2466,19060233,6,4
2467,19060233,7,1
2468,19060233,5,5
2469,19060233,3,2
2470,19060234,1,3
2471,19060234,6,1
2472,19060234,2,1
2473,19060234,5,4
2474,19060238,4,1
2475,19060238,6,2
2476,19060238,2,2
2477,19060238,7,3
2478,19060238,5,3
2479,19060238,3,2
2480,19060239,4,1
2481,19060239,1,3
2482,19060239,6,4
2483,19060239,5,6
2484,19060240,6,2
2485,19060240,2,4
2486,19060240,3,2
2487,19060241,,0
2488,19060242,4,3
2489,19060242,2,4
2490,19060242,7,1
2491,19060242,4,3
2492,19060242,2,4
2493,19060242,7,1
2494,19060244,5,5
2495,19060244,3,3
2496,19060245,4,3
2497,19060246,4,1
2498,19060246,0,4
2499,19060246,6,5
2500,19060246,2,4
2501,19060246,5,2
2502,19060249,4,5
2503,19060249,6,5
2504,19060249,2,2
2505,19060249,5,1
2506,19060249,3,3
2507,19060251,4,5
2508,19060251,1,2
2509,19060251,2,1
2510,19060253,6,2
2511,19060253,7,3
2512,19060253,3,5
2513,19060255,6,2
2514,19060255,2,1
2515,19060255,8,1
2516,19060255,5,4
2517,19060256,0,4
2518,19060256,6,2
2519,19060256,8,3
2520,19060261,1,1
2521,19060261,6,2
2522,19060262,1,1
2523,19060262,6,3
2524,19060262,2,4
2525,19060262,7,4
2526,19060263,6,3
2527,19060263,5,2
2528,19060264,0,2
2529,19060264,7,3
2530,19060264,8,1
2531,19060264,3,3
2532,19060265,,0
2533,19060266,4,2
2534,19060266,0,1
2535,19060266,8,4
2536,19060266,5,2
2537,19060267,4,7
2538,19060267,1,4
2539,19060267,6,2
2540,19060267,2,1
2541,19060267,3,5
2542,19060273,0,2
2543,19060273,1,6
2544,19060273,6,1
2545,19060274,4,3
2546,19060274,6,3
2547,19060278,0,2
2548,19060278,7,1
2549,19060279,7,2
2550,19060279,8,4
2551,19060279,3,6
2552,19060280,4,4
2553,19060280,0,7
2554,19060280,1,2
2555,19060280,2,1
2556,19060280,7,8
2557,19060280,5,1
2558,19060280,3,3
2559,19060281,0,3
2560,19060281,2,3
2561,19060281,8,3
2562,19060281,5,4
2563,19060282,4,5
2564,19060282,0,2
2565,19060282,1,7
2566,19060283,4,3
2567,19060283,1,1
2568,19060283,7,4
2569,19060284,4,2
2570,19060284,0,6
2571,19060284,1,1
2572,19060284,6,3
2573,19060284,2,3
2574,19060284,7,2
2575,19060284,5,1
2576,19060284,3,3
2577,19060286,6,2
2578,19060287,1,5
2579,19060287,2,1
2580,19060287,8,1
2581,19060289,4,1
2582,19060289,5,1
2583,19060289,3,1
2584,19060291,4,6
2585,19060291,0,2
2586,19060291,2,3
2587,19060291,7,3
2588,19060291,5,3
2589,19060292,0,1
2590,19060293,0,5
2591,19060293,6,2
2592,19060293,3,2
2593,19060294,0,3
2594,19060294,2,3
2595,19060294,7,2
2596,19060294,5,1
2597,19060294,3,5
2598,19060295,4,1
2599,19060295,0,1
2600,19060295,6,3
2601,19060295,5,4
2602,19060296,0,2
2603,19060296,6,1
2604,19060296,7,6
2605,19060296,5,2
2606,19060296,3,1
2607,19060297,0,4
2608,19060297,6,6
2609,19060298,1,6
2610,19060298,8,1
2611,19060299,6,1
2612,19060299,3,6
2613,19060300,4,3
2614,19060300,6,1
2615,19060300,8,1
2616,19060300,5,1
2617,19060301,,0
2618,19060302,6,2
2619,19060302,7,5
2620,19060302,8,2
2621,19060303,0,2
2622,19060303,1,3
2623,19060303,2,4
2624,19060303,7,5
2625,19060303,3,4
2626,19060304,2,3
2627,19060304,7,6
2628,19060304,8,2
2629,19060305,5,4
2630,19060306,4,2
2631,19060306,1,2
2632,19060306,6,2
