,applicant_id,strength_id
1664,19060318,4
1665,19060318,18
1666,19060319,5
1667,19060320,20
1668,19060320,1
1669,19060320,3
1670,19060320,20
1671,19060320,1
1672,19060320,3
1673,19060321,11
1674,19060322,4
1675,19060323,11
1676,19060324,21
1677,19060324,6
1678,19060325,0
1679,19060325,11
1680,19060325,15
1681,19060326,1
1682,19060326,9
1683,19060327,16
1684,19060329,17
1685,19060332,7
1686,19060332,19
1687,19060332,17
1688,19060334,5
1689,19060334,18
1690,19060334,14
1691,19060335,24
1692,19060336,7
1693,19060336,12
1694,19060336,24
1695,19060337,13
1696,19060337,18
1697,19060337,4
1698,19060338,24
1699,19060338,9
1700,19060339,20
1701,19060339,3
1702,19060340,18
1703,19060340,6
1704,19060340,8
1705,19060341,21
1706,19060341,7
1707,19060343,16
1708,19060343,23
1709,19060344,20
1710,19060344,17
1711,19060345,12
1712,19060345,12
1713,19060348,19
1714,19060348,6
1715,19060348,4
1716,19060351,21
1717,19060352,5
1718,19060352,21
1719,19060352,9
1720,19060353,23
1721,19060354,24
1722,19060354,4
1723,19060358,14
1724,19060358,21
1725,19060360,21
1726,19060360,9
1727,19060360,10
1728,19060362,20
1729,19060366,13
1730,19060366,19
1731,19060367,16
1732,19060367,0
1733,19060367,19
1734,19060368,24
1735,19060368,1
1736,19060368,9
1737,19060369,5
1738,19060371,13
1739,19060371,19
1740,19060373,18
1741,19060373,0
1742,19060374,23
1743,19060374,22
1744,19060374,0
1745,19060376,0
1746,19060377,23
1747,19060379,20
1748,19060380,14
1749,19060380,10
1750,19060380,17
1751,19060381,4
1752,19060384,14
1753,19060384,5
1754,19060386,20
1755,19060387,2
1756,19060389,23
1757,19060390,21
1758,19060390,8
1759,19060390,11
1760,19060392,11
1761,19060392,3
1762,19060392,13
1763,19060393,14
1764,19060393,20
1765,19060395,20
1766,19060396,3
1767,19060397,11
1768,19060397,24
1769,19060397,15
1770,19060398,18
1771,19060399,12
1772,19060399,5
1773,19060399,10
1774,19060400,6
1775,19060400,20
1776,19060400,10
1777,19060402,2
1778,19060402,22
1779,19060404,14
1780,19060404,22
1781,19060404,19
1782,19060404,14
1783,19060404,22
1784,19060404,19
1785,19060405,20
1786,19060405,23
1787,19060407,17
1788,19060407,12
1789,19060408,13
1790,19060408,14
1791,19060409,24
1792,19060409,16
1793,19060409,4
1794,19060410,15
1795,19060414,18
1796,19060414,8
1797,19060414,18
1798,19060414,8
1799,19060415,12
1800,19060415,24
1801,19060416,17
1802,19060416,0
1803,19060417,20
1804,19060417,11
1805,19060417,14
1806,19060418,15
1807,19060419,6
1808,19060421,8
1809,19060421,5
1810,19060422,24
1811,19060423,16
1812,19060423,10
1813,19060423,24
1814,19060425,15
1815,19060425,21
1816,19060427,13
1817,19060427,8
1818,19060427,14
1819,19060428,10
1820,19060428,15
1821,19060429,6
1822,19060429,17
1823,19060429,5
1824,19060430,9
1825,19060430,20
1826,19060431,6
1827,19060431,23
1828,19060431,13
1829,19060432,18
1830,19060433,19
1831,19060434,15
1832,19060434,11
1833,19060435,22
1834,19060436,8
1835,19060436,11
1836,19060437,5
1837,19060438,0
1838,19060438,2
1839,19060439,2
1840,19060439,16
1841,19060440,5
1842,19060440,6
1843,19060440,4
1844,19060441,3
1845,19060441,19
1846,19060442,3
1847,19060442,2
1848,19060442,5
1849,19060443,6
1850,19060443,4
1851,19060446,2
1852,19060446,9
1853,19120000,9
1854,19120000,20
1855,19120001,6
1856,19120001,14
1857,19120003,16
1858,19120003,5
1859,19120003,21
1860,19120004,13
1861,19120004,7
1862,19120004,16
1863,19120005,9
1864,19120005,23
1865,19120006,16
1866,19120006,12
1867,19120007,15
1868,19120007,6
1869,19120007,2
1870,19120009,18
1871,19120011,11
1872,19120011,8
1873,19120012,15
1874,19120012,21
1875,19120014,1
1876,19120014,21
1877,19120014,13
1878,19120015,9
1879,19120015,3
1880,19120016,18
1881,19120016,3
1882,19120016,10
1883,19120019,19
1884,19120022,18
1885,19120022,0
1886,19120023,14
1887,19120023,2
1888,19120023,24
1889,19120025,18
1890,19120027,6
1891,19120027,12
1892,19120027,23
1893,19120028,2
1894,19120028,11
1895,19120029,15
1896,19120029,24
1897,19120029,2
1898,19120030,6
1899,19120030,4
1900,19120030,24
1901,19120032,5
1902,19120033,19
1903,19120034,9
1904,19120035,4
1905,19120036,19
1906,19120037,6
1907,19120037,4
1908,19120039,9
1909,19120039,18
1910,19120039,17
1911,19120040,5
1912,19120041,11
1913,19120042,14
1914,19120042,1
1915,19120042,9
1916,19120046,19
1917,19120046,17
1918,19120047,1
1919,19120048,14
1920,19120049,5
1921,19120049,21
1922,19120051,18
1923,19120052,15
1924,19120052,23
1925,19120052,10
1926,19120054,15
1927,19120054,23
1928,19120054,16
1929,19120056,12
1930,19120057,3
1931,19120058,11
1932,19120058,23
1933,19120059,18
1934,19120059,0
1935,19120061,5
1936,19120061,15
1937,19120061,10
1938,19120063,9
1939,19120063,13
1940,19120064,10
1941,19120064,19
1942,19120066,5
1943,19120069,12
1944,19120070,8
1945,19120070,12
1946,19120072,4
1947,19120072,5
1948,19120072,24
1949,19120073,13
1950,19120074,5
1951,19120074,14
1952,19120074,6
1953,19120078,19
1954,19120078,1
1955,19120080,17
1956,19120080,6
1957,19120080,24
1958,19120081,24
1959,19120081,19
1960,19120081,21
1961,19120082,7
1962,19120082,10
1963,19120085,5
1964,19120085,10
1965,19120085,0
1966,19120087,20
1967,19120087,5
1968,19120087,24
1969,19120089,13
1970,19120089,4
1971,19120089,22
1972,19120090,3
1973,19120090,7
1974,19120090,16
1975,19120091,22
1976,19120092,8
1977,19120092,1
1978,19120092,12
1979,19120094,4
1980,19120094,11
1981,19120095,15
1982,19120095,16
1983,19120096,8
1984,19120096,5
1985,19120098,23
1986,19120098,8
1987,19120098,3
1988,19120101,14
1989,19120101,2
1990,19120101,4
1991,19120102,15
1992,19120102,10
1993,19120102,8
1994,19120104,16
1995,19120106,12
1996,19120107,21
1997,19120107,15
1998,19120109,16
1999,19120109,9
2000,19120110,6
2001,19120110,5
2002,19120111,9
2003,19120111,6
2004,19120111,7
2005,19120112,19
2006,19120112,18
2007,19120114,11
2008,19120114,14
2009,19120114,16
2010,19120116,17
2011,19120117,20
2012,19120119,8
2013,19120119,10
2014,19120121,10
2015,19120121,18
2016,19120122,24
2017,19120122,11
2018,19120123,8
2019,19120124,23
2020,19120124,2
2021,19120124,20
2022,19120125,24
2023,19120125,19
2024,19120125,11
2025,19120126,22
2026,19120126,8
2027,19120128,11
2028,19120128,8
2029,19120129,17
2030,19120129,20
2031,19120130,9
2032,19120130,3
2033,19120133,23
2034,19120134,23
2035,19120135,20
2036,19120136,0
2037,19120136,23
2038,19120137,3
2039,19120139,24
2040,19120140,13
2041,19120144,5
2042,19120144,7
2043,19120144,12
2044,19120145,3
2045,19120145,22
2046,19120145,3
2047,19120145,22
2048,19120146,8
2049,19120146,1
2050,19120146,14
2051,19120147,14
2052,19120149,3
2053,19120150,12
2054,19120150,13
2055,19120150,4
2056,19120154,5
2057,19120154,12
2058,19120156,8
2059,19120156,5
2060,19120157,11
2061,19120157,7
2062,19120160,14
2063,19120160,18
2064,19120160,22
2065,19120162,9
2066,19120162,10
2067,19120163,10
2068,19120164,10
2069,19120164,15
2070,19120164,14
2071,19120165,6
2072,19120165,23
2073,19120166,8
2074,19120166,10
2075,19120167,12
2076,19120167,16
2077,19120167,3
2078,19120168,16
2079,19120169,23
2080,19120173,12
2081,19120173,11
2082,19120174,9
2083,19120174,1
2084,19120175,7
2085,19120175,3
2086,19120176,24
2087,19120180,18
2088,19120180,7
2089,19120182,15
2090,19120185,8
2091,19120186,22
2092,19120187,16
2093,19120187,11
2094,19120189,10
2095,19120189,13
2096,19120191,11
2097,19120193,9
2098,19120193,6
2099,19120194,5
2100,19120196,7
2101,19120196,5
2102,19120196,15
2103,19120197,5
2104,19120197,1
2105,19120198,1
2106,19120198,12
2107,19120198,19
2108,19120199,20
2109,19120199,16
2110,19120200,18
2111,19120203,4
2112,19120203,14
2113,19120203,24
2114,19120204,2
2115,19120204,19
2116,19120207,22
2117,19120207,2
2118,19120207,8
2119,19120208,20
2120,19120208,6
2121,19120209,3
2122,19120209,7
2123,19120209,19
2124,19120210,12
2125,19120213,19
2126,19120214,13
2127,19120215,11
2128,19120215,1
2129,19120216,19
2130,19120216,8
2131,19120216,24
2132,19120217,10
2133,19120217,6
2134,19120217,24
2135,19120218,10
2136,19120219,13
2137,19120219,2
2138,19120219,4
2139,19120220,9
2140,19120222,7
2141,19120222,12
2142,19120222,23
2143,19120226,18
2144,19120227,22
2145,19120227,3
2146,19120227,9
2147,19120229,12
2148,19120229,9
2149,19120231,5
2150,19120231,17
2151,19120231,15
2152,19120234,19
2153,19120234,20
2154,19120234,18
2155,19120237,12
2156,19120237,13
2157,19120243,0
2158,19120243,22
2159,19120243,3
2160,19120246,3
2161,19120246,1
2162,19120247,1
2163,19120247,16
2164,19120247,15
2165,19120248,4
2166,19120248,10
2167,19120248,24
2168,19120249,13
2169,19120249,5
2170,19120250,7
2171,19120250,11
2172,19120252,0
2173,19120253,12
2174,19120253,1
2175,19120254,13
2176,19120254,11
2177,19120254,9
2178,19120256,12
2179,19120256,6
2180,19120257,4
2181,19120257,1
2182,19120257,24
2183,19120258,22
2184,19120259,7
2185,19120259,15
2186,19120259,0
2187,19120260,16
2188,19120260,15
2189,19120260,7
2190,19120264,12
2191,19120265,16
2192,19120265,19
2193,19120268,4
2194,19120270,20
2195,19120271,7
2196,19120271,11
2197,19120272,20
2198,19120272,4
2199,19120272,16
2200,19120273,0
2201,19120273,19
2202,19120273,17
2203,19120276,9
2204,19120277,15
2205,19120277,16
2206,19120277,6
2207,19120278,0
2208,19120279,11
2209,19120280,16
2210,19120281,1
2211,19020000,15
2212,19020002,9
2213,19020002,6
2214,19020002,3
2215,19020004,7
2216,19020005,19
2217,19020005,13
2218,19020006,4
2219,19020006,0
2220,19020006,8
2221,19020008,9
2222,19020009,18
2223,19020009,15
2224,19020009,5
2225,19020010,10
2226,19020011,16
2227,19020011,21
2228,19020011,14
2229,19020012,14
2230,19020013,2
2231,19020015,6
2232,19020015,9
2233,19020015,17
2234,19020016,13
2235,19020016,15
2236,19020017,17
2237,19020018,23
2238,19020020,8
2239,19020020,7
2240,19020021,20
2241,19020021,16
2242,19020023,13
2243,19020023,10
2244,19020023,5
2245,19020024,6
2246,19020024,19
2247,19020026,23
2248,19020026,16
2249,19020028,10
2250,19020028,3
2251,19020028,2
2252,19020031,20
2253,19020031,16
2254,19020031,3
2255,19020032,18
2256,19020032,8
2257,19020032,3
2258,19020033,5
2259,19020037,5
2260,19020037,7
2261,19020037,0
2262,19020038,9
2263,19020038,20
2264,19020039,1
2265,19020040,16
2266,19020040,12
2267,19020040,17
2268,19020041,21
2269,19020041,9
2270,19020041,23
2271,19020042,13
2272,19020042,10
2273,19020042,23
2274,19020043,10
2275,19020045,12
2276,19020046,18
2277,19020048,17
2278,19020048,9
2279,19020048,11
2280,19020049,24
2281,19020049,11
2282,19020049,21
2283,19020050,22
2284,19020050,23
2285,19020050,5
2286,19020051,10
2287,19020051,15
2288,19020051,5
2289,19020052,24
2290,19020052,4
2291,19020052,21
2292,19020053,9
2293,19020053,12
2294,19020054,21
2295,19020054,12
2296,19020055,6
2297,19020057,0
2298,19020060,4
2299,19020060,19
2300,19020061,19
2301,19020063,11
2302,19020063,2
2303,19020064,1
2304,19020064,15
2305,19020064,23
2306,19020065,5
2307,19020066,8
2308,19020066,15
2309,19020068,11
2310,19020068,23
2311,19020070,3
2312,19020070,12
2313,19020070,19
2314,19020072,1
2315,19020072,15
2316,19020072,2
2317,19020073,22
2318,19020075,14
2319,19020076,9
2320,19020076,7
2321,19020076,20
2322,19020077,15
2323,19020077,2
2324,19020077,18
2325,19020078,3
2326,19020079,2
2327,19020079,12
2328,19020080,10
2329,19020080,5
2330,19020081,16
2331,19020081,7
2332,19020082,3
2333,19020082,10
2334,19020083,16
2335,19020086,9
2336,19020086,22
2337,19020086,10
2338,19020087,5
2339,19020088,3
2340,19020088,20
2341,19020088,7
2342,19020089,2
2343,19020089,23
2344,19020089,0
2345,19020090,8
2346,19020090,7
2347,19020090,6
2348,19020093,6
2349,19020093,1
2350,19020093,7
2351,19020094,12
2352,19020095,5
2353,19020095,13
2354,19020096,24
2355,19020096,8
2356,19020100,16
2357,19020100,11
2358,19020100,0
2359,19020102,1
2360,19020103,8
2361,19020104,7
2362,19020104,5
2363,19020104,18
2364,19020105,4
2365,19020105,5
2366,19020111,24
2367,19020111,13
2368,19020112,11
2369,19020113,22
2370,19020114,17
2371,19020114,11
2372,19020114,0
2373,19020116,5
2374,19020116,2
2375,19020116,11
2376,19020118,6
2377,19020118,14
2378,19020120,5
2379,19020120,6
2380,19020120,0
2381,19020121,2
2382,19020121,3
2383,19020122,23
2384,19020122,22
2385,19020122,10
2386,19020123,2
2387,19020123,1
2388,19020125,22
2389,19020125,21
2390,19020125,18
2391,19020126,10
2392,19020127,19
2393,19020127,15
2394,19020127,0
2395,19020128,1
2396,19020128,17
2397,19020128,6
2398,19020131,20
2399,19020131,5
2400,19020131,17
2401,19020132,2
2402,19020134,5
2403,19020135,23
2404,19020135,6
2405,19020135,14
2406,19020136,18
2407,19020136,9
2408,19020137,21
2409,19020137,23
2410,19020137,24
2411,19020140,7
2412,19020140,11
2413,19020141,4
2414,19020141,0
2415,19020142,24
2416,19020142,9
2417,19020142,22
2418,19020143,11
2419,19020144,15
2420,19020144,8
2421,19020145,8
2422,19020146,4
2423,19020146,11
2424,19020147,22
2425,19020147,17
2426,19020148,16
2427,19020148,16
2428,19020149,7
2429,19020149,1
2430,19020151,2
2431,19020151,10
2432,19020155,4
2433,19020155,10
2434,19020157,21
2435,19020157,6
2436,19020158,1
2437,19020158,3
2438,19020159,18
2439,19020160,0
2440,19020161,12
2441,19020161,4
2442,19020162,13
2443,19020163,10
2444,19020163,19
2445,19020163,1
2446,19020165,19
2447,19020168,10
2448,19020168,12
2449,19020169,5
2450,19020169,0
2451,19020169,14
2452,19020170,22
2453,19020170,10
2454,19020171,13
2455,19020171,4
2456,19020171,11
2457,19020173,24
2458,19020173,7
2459,19020173,5
2460,19020174,2
2461,19020174,17
2462,19020175,20
2463,19020176,23
2464,19020176,9
2465,19020176,13
2466,19020177,4
2467,19020177,13
2468,19020178,16
2469,19020178,11
2470,19020178,0
2471,19020179,7
2472,19020180,8
2473,19020180,15
2474,19020180,23
2475,19020183,0
2476,19020183,17
2477,19020184,20
2478,19020184,22
2479,19020184,11
2480,19020187,24
2481,19020187,10
2482,19020187,7
2483,19020189,14
2484,19020192,8
2485,19020192,5
2486,19020192,1
2487,19020193,5
2488,19020194,18
2489,19020194,4
2490,19020195,10
2491,19020195,21
2492,19020195,5
2493,19020196,1
2494,19020196,0
2495,19020197,6
2496,19020197,12
2497,19020199,22
2498,19020199,18
2499,19020199,14
2500,19020200,21
2501,19020200,3
2502,19020201,18
2503,19020201,11
2504,19020202,24
2505,19020202,9
2506,19020203,9
2507,19020203,10
2508,19020203,21
2509,19020204,13
2510,19020205,24
2511,19020205,20
2512,19020205,5
2513,19020205,24
2514,19020205,20
2515,19020205,5
2516,19020207,6
2517,19020208,13
2518,19020209,16
2519,19020209,13
2520,19020210,6
2521,19020210,24
2522,19020210,6
2523,19020210,24
2524,19020212,17
2525,19020212,5
2526,19020213,21
2527,19020214,24
2528,19020214,10
2529,19020214,15
2530,19020215,16
2531,19020215,7
2532,19020215,21
2533,19020216,5
2534,19020216,12
2535,19020218,3
2536,19020218,2
2537,19020218,18
2538,19020220,14
2539,19020220,17
2540,19020224,12
2541,19020224,16
2542,19020227,22
2543,19020228,10
2544,19020230,21
2545,19020230,23
2546,19020231,8
2547,19020231,20
2548,19020231,4
2549,19020232,4
2550,19020233,14
2551,19020234,23
2552,19020234,13
2553,19020234,2
2554,19020235,10
2555,19020237,5
2556,19020241,2
2557,19020241,16
2558,19020242,22
2559,19020243,20
2560,19020244,2
2561,19020244,24
2562,19020245,3
2563,19020245,22
2564,19020245,23
2565,19020246,17
2566,19020249,16
2567,19020249,15
2568,19020249,8
2569,19020250,21
2570,19020250,18
2571,19020250,16
2572,19020251,18
2573,19020251,2
2574,19020252,8
2575,19020252,11
2576,19020253,19
2577,19020253,4
2578,19020255,14
2579,19020255,13
2580,19020257,0
2581,19020258,15
2582,19020259,0
2583,19020259,4
2584,19020259,2
2585,19020260,6
2586,19020261,7
2587,19020261,5
2588,19020261,6
2589,19020263,5
2590,19020263,19
2591,19020263,10
2592,19020264,6
2593,19020264,3
2594,19020264,23
2595,19020265,8
2596,19020265,21
2597,19020265,8
2598,19020265,21
2599,19020266,18
2600,19020268,10
2601,19020268,21
2602,19020269,6
2603,19020269,20
2604,19020270,1
2605,19020270,8
2606,19020273,11
2607,19020274,14
2608,19020274,13
2609,19020277,1
2610,19020278,22
2611,19020278,18
2612,19020280,19
2613,19020280,3
2614,19020280,10
2615,19020282,2
2616,19020283,18
2617,19020283,22
2618,19020284,23
2619,19020286,16
2620,19020286,22
2621,19020287,7
2622,19020287,22
2623,19020289,1
2624,19020289,4
2625,19020289,12
2626,19020290,16
2627,19020291,19
2628,19020292,19
2629,19020292,13
2630,19020292,17
2631,19020293,8
2632,19020294,15
2633,19020294,11
2634,19020296,8
2635,19020296,16
2636,19020296,22
2637,19020297,8
2638,19020297,17
2639,19020298,24
2640,19020299,2
2641,19020299,5
2642,19020303,6
2643,19020303,11
2644,19020303,3
2645,19020306,7
2646,19020306,9
2647,19020306,15
2648,19020307,15
2649,19020307,7
2650,19020307,10
2651,19020308,15
2652,19020308,22
2653,19020308,18
2654,19020309,11
2655,19020309,14
2656,19020309,8
2657,19020311,17
2658,19020311,4
2659,19020312,13
2660,19020312,17
2661,19020312,3
2662,19020313,20
2663,19020313,19
2664,19020313,17
2665,19020314,16
2666,19020314,10
2667,19020314,22
2668,19020317,15
2669,19020317,17
2670,19020320,24
2671,19020320,5
2672,19020321,10
2673,19020321,7
2674,19020321,6
2675,19020323,8
2676,19020325,7
2677,19020325,9
2678,19020325,0
2679,19020326,12
2680,19020326,1
2681,19020326,18
2682,19020327,19
2683,19020332,0
2684,19020332,4
2685,19020332,2
2686,19020333,17
2687,19020334,21
2688,19020334,19
2689,19020336,19
2690,19020336,4
2691,19020337,10
2692,19020337,15
2693,19020340,23
2694,19020340,0
2695,19020341,21
2696,19020341,7
2697,19020342,8
2698,19020344,18
2699,19020345,10
2700,19020346,10
2701,19020347,13
2702,19020348,19
2703,19020348,9
2704,19020349,15
2705,19020352,2
2706,19020353,21
2707,19020353,18
2708,19020354,15
2709,19020354,14
2710,19020355,17
2711,19020356,2
2712,19020357,5
2713,19020357,14
2714,19020359,17
2715,19020359,22
2716,19020359,14
2717,19020360,15
2718,19020360,6
2719,19020360,21
2720,19020361,8
2721,19020362,10
2722,19020362,6
2723,19020363,18
2724,19020365,6
2725,19020365,17
2726,19020365,0
2727,19020367,9
2728,19020367,11
2729,19020367,15
2730,19020368,13
2731,19020368,23
2732,19020369,3
2733,19020369,1
2734,19020369,19
2735,19020370,11
2736,19020370,17
2737,19020371,13
2738,19020371,9
2739,19020371,0
2740,19010000,9
2741,19010000,7
2742,19010000,3
2743,19010001,11
2744,19010002,8
2745,19010002,9
2746,19010002,20
2747,19010003,1
2748,19010003,24
2749,19010006,0
2750,19010006,2
2751,19010006,17
2752,19010007,0
2753,19010007,21
2754,19010009,22
2755,19010010,22
2756,19010010,12
2757,19010011,7
2758,19010011,11
2759,19010012,9
2760,19010015,19
2761,19010015,5
2762,19010017,21
2763,19010017,18
2764,19010019,15
2765,19010019,10
2766,19010019,17
2767,19010020,10
2768,19010020,9
2769,19010021,15
2770,19010021,5
2771,19010021,8
2772,19010022,10
2773,19010024,4
2774,19010026,1
2775,19010026,23
2776,19010026,11
2777,19010028,10
2778,19010028,21
2779,19010028,24
2780,19010029,3
2781,19010029,8
2782,19010030,17
2783,19010033,20
2784,19010035,6
2785,19010037,2
2786,19010037,18
2787,19010039,18
2788,19010040,23
2789,19010040,7
2790,19010042,14
2791,19010042,4
2792,19010043,16
2793,19010043,15
2794,19010043,5
2795,19010044,8
2796,19010044,10
2797,19010044,23
2798,19010045,9
2799,19010045,6
2800,19010046,10
2801,19010046,14
2802,19010047,6
2803,19010047,19
2804,19010048,19
2805,19010048,3
2806,19010050,1
2807,19010050,2
2808,19010050,23
2809,19010051,24
2810,19010051,12
2811,19010051,22
2812,19010052,6
2813,19010052,17
2814,19010053,14
2815,19010054,11
2816,19010056,18
2817,19010057,4
2818,19010058,2
2819,19010059,5
2820,19010059,1
2821,19010063,20
2822,19010066,18
2823,19010066,23
2824,19010066,0
2825,19010067,17
2826,19010067,11
2827,19010068,20
2828,19010068,4
2829,19010068,1
2830,19010069,14
2831,19010069,9
2832,19010069,21
2833,19010072,18
2834,19010072,22
2835,19010072,20
2836,19010075,9
2837,19010075,17
2838,19010076,19
2839,19010076,11
2840,19010077,3
2841,19010077,10
2842,19010078,23
2843,19010078,7
2844,19010078,23
2845,19010078,7
2846,19010079,17
2847,19010079,15
2848,19010081,5
2849,19010083,6
2850,19010083,24
2851,19010084,17
2852,19010085,12
2853,19010085,23
2854,19010087,24
2855,19010087,17
2856,19010087,20
2857,19010088,4
2858,19010089,14
2859,19010089,22
2860,19010090,16
2861,19010090,13
2862,19010093,20
2863,19010094,18
2864,19010094,2
2865,19010094,23
2866,19010095,14
2867,19010095,8
2868,19010095,23
2869,19010096,6
2870,19010100,23
2871,19010100,2
2872,19010101,24
2873,19010101,21
2874,19010102,7
2875,19010102,6
2876,19010102,17
2877,19010105,13
2878,19010106,19
2879,19010106,17
2880,19010106,6
2881,19010107,15
2882,19010108,9
2883,19010108,10
2884,19010108,24
2885,19010110,7
2886,19010110,20
2887,19010110,21
2888,19010111,11
2889,19010111,21
2890,19010113,10
2891,19010113,22
2892,19010113,16
2893,19010114,24
2894,19010114,14
2895,19010115,9
2896,19010115,4
2897,19010115,21
2898,19010118,1
2899,19010118,23
2900,19010118,0
2901,19010120,6
2902,19010120,0
2903,19010120,19
2904,19010122,11
2905,19010122,13
2906,19010123,23
2907,19010123,17
2908,19010123,11
2909,19010124,6
2910,19010124,23
2911,19010125,2
2912,19010125,6
2913,19010127,17
2914,19010128,20
2915,19010129,14
2916,19010130,15
2917,19010130,16
2918,19010131,3
2919,19010131,0
2920,19010132,12
2921,19010134,2
2922,19010135,20
2923,19010136,2
2924,19010136,5
2925,19010136,14
2926,19010137,10
2927,19010140,12
2928,19010140,5
2929,19010141,10
2930,19010141,16
2931,19010142,21
2932,19010142,5
2933,19010142,1
2934,19010144,23
2935,19010144,5
2936,19010144,2
2937,19010145,24
2938,19010145,19
2939,19010146,3
2940,19010146,13
2941,19010149,21
2942,19010149,13
2943,19010150,1
2944,19010150,23
2945,19010151,2
2946,19010151,9
2947,19010152,0
2948,19010152,22
2949,19010152,10
2950,19010155,11
2951,19010155,20
2952,19010155,17
2953,19010158,17
2954,19010158,3
2955,19010158,14
2956,19010160,15
2957,19010160,8
2958,19010160,11
2959,19010161,21
2960,19010161,3
2961,19010162,15
2962,19010164,24
2963,19010164,6
2964,19010164,15
2965,19010165,16
2966,19010165,14
2967,19010167,17
2968,19010167,11
2969,19010167,19
2970,19010168,11
2971,19010168,0
2972,19010168,4
2973,19010169,10
2974,19010169,23
2975,19010170,14
2976,19010171,17
2977,19010171,24
2978,19010171,18
2979,19010173,2
2980,19010174,19
2981,19010174,23
2982,19010174,7
2983,19010176,18
2984,19010177,18
2985,19010177,21
2986,19010179,4
2987,19010179,20
2988,19010181,23
2989,19010181,20
2990,19010181,6
2991,19010182,1
2992,19010183,3
2993,19010183,22
2994,19010184,16
2995,19010184,12
2996,19010185,9
2997,19010185,0
2998,19010186,12
2999,19010187,2
3000,19010187,4
3001,19010187,16
3002,19010189,1
3003,19010189,19
3004,19010190,14
3005,19010190,9
3006,19010190,22
3007,19010192,11
3008,19010192,2
3009,19010193,20
3010,19010194,9
3011,19010194,1
3012,19010195,16
3013,19010197,4
3014,19010197,16
3015,19010197,15
3016,19010199,7
3017,19010199,14
3018,19010199,1
3019,19010201,24
3020,19010202,18
3021,19010202,23
3022,19010202,15
3023,19010205,2
3024,19010205,23
3025,19010205,13
3026,19010206,12
3027,19010206,15
3028,19010208,21
3029,19010208,9
3030,19010208,4
3031,19010209,16
3032,19010209,8
3033,19010209,4
3034,19010210,17
3035,19010210,7
3036,19010210,8
3037,19010213,24
3038,19010213,6
3039,19010213,0
3040,19010214,10
3041,19010214,15
3042,19010215,23
3043,19010215,20
3044,19010215,10
3045,19010217,11
3046,19010218,10
3047,19010222,7
3048,19010222,9
3049,19010222,6
3050,19010223,20
3051,19010223,8
3052,19010225,13
3053,19010225,19
3054,19010225,23
3055,19010228,4
3056,19010228,0
3057,19010228,17
3058,19010229,6
3059,19010229,9
3060,19010229,16
3061,19010230,24
3062,19010230,7
3063,19010230,15
3064,19010232,0
3065,19010232,23
3066,19010232,21
3067,19010234,23
3068,19010234,10
3069,19010234,4
3070,19010235,14
3071,19010238,6
3072,19010238,15
3073,19010239,11
3074,19010239,14
3075,19010239,22
3076,19010240,21
3077,19010241,8
3078,19010241,14
3079,19010245,19
3080,19010245,8
3081,19010246,16
3082,19010246,17
3083,19010248,2
3084,19010248,0
3085,19010248,17
3086,19010249,5
3087,19010249,15
3088,19010250,12
3089,19010250,0
3090,19010251,23
3091,19010251,6
3092,19010251,10
3093,19010252,12
3094,19010252,13
3095,19010252,23
3096,19010253,13
3097,19010253,0
3098,19010255,9
3099,19010255,20
3100,19010257,10
3101,19010258,22
3102,19010260,13
3103,19010260,20
3104,19010260,13
3105,19010260,20
3106,19010263,18
3107,19010263,9
3108,19010264,23
3109,19010264,6
3110,19010265,2
3111,19010266,11
3112,19010271,5
3113,19010271,8
3114,19010271,0
3115,19010273,11
3116,19010274,8
3117,19010274,22
3118,19010274,13
3119,19010275,10
3120,19010276,2
3121,19010276,6
3122,19010277,9
3123,19010277,3
3124,19010279,12
3125,19010280,24
3126,19010280,10
3127,19010280,2
3128,19010281,22
3129,19010281,10
3130,19010281,2
3131,19010286,20
3132,19010287,23
3133,19010288,16
3134,19010289,19
3135,19010292,0
3136,19010292,20
3137,19010292,24
3138,19010293,10
3139,19010293,12
3140,19010293,16
3141,19010295,18
3142,19010296,4
3143,19010296,24
3144,19010296,2
3145,19010298,11
3146,19010298,2
3147,19010298,6
3148,19010299,19
3149,19010300,13
3150,19010300,9
3151,19010300,15
3152,19010301,16
3153,19010302,2
3154,19010302,13
3155,19010303,12
3156,19010304,2
3157,19010305,12
3158,19010305,1
3159,19010305,16
3160,19010306,7
3161,19010306,8
3162,19010306,2
3163,19010308,16
3164,19010308,5
3165,19010309,12
3166,19010309,18
3167,19010309,9
3168,19010310,1
3169,19010310,21
3170,19010311,0
3171,19010311,24
3172,19010312,3
3173,19010312,9
3174,19010315,14
3175,19010316,2
3176,19010316,5
3177,19010317,3
3178,19010318,9
3179,19010318,20
3180,19010318,17
3181,19010319,11
3182,19010319,5
3183,19010319,0
3184,19010321,17
3185,19010321,19
3186,19010322,13
3187,19010322,4
3188,19010322,12
3189,19010323,23
3190,19010323,9
3191,19010324,3
3192,19010328,23
3193,19010328,22
3194,19010329,17
3195,19010330,21
3196,19010331,0
3197,19010331,17
3198,19010331,2
3199,19010332,2
3200,19010332,1
3201,19010332,22
3202,19010334,18
3203,19010335,22
3204,19010335,22
3205,19010336,15
3206,19010336,2
3207,19010336,17
3208,19010338,3
3209,19010339,5
3210,19010339,21
3211,19010339,20
3212,19010340,8
3213,19010341,5
3214,19010341,1
3215,19010341,4
3216,19010345,9
3217,19010345,8
