,applicant_id,academy_day_id,psychometrics,presentation,self_development,geo_flex,financial_support_self,result,course_interest
588,19080323,97,61,18,1,1,0,0,Business
589,19080333,97,64,23,1,1,0,0,Business
590,19080339,97,56,23,0,0,1,0,Engineering
591,19080364,97,60,20,1,1,1,1,Data
592,19080369,97,50,18,1,1,1,1,Engineering
593,19080383,97,66,16,1,0,1,0,Business
594,19080393,97,70,20,1,1,1,1,Business
595,19080403,97,58,21,1,1,1,1,Business
596,19080419,97,57,21,1,0,1,0,Engineering
597,19080450,97,55,24,1,1,1,1,Data
598,19010010,5,56,21,1,1,1,1,Data
599,19010046,5,56,19,1,1,1,1,Engineering
600,19010047,5,51,19,1,0,1,0,Business
601,19010076,5,53,27,1,1,1,1,Business
602,19010085,5,56,24,1,1,1,1,Business
603,19010101,5,64,24,1,1,1,1,Engineering
604,19010115,5,63,20,1,1,1,1,Data
605,19010141,5,53,20,1,0,1,0,Business
606,19010144,5,64,16,1,1,1,1,Engineering
607,19010230,5,63,19,1,1,1,1,Data
608,19010279,5,57,17,1,1,1,1,Business
609,19010305,5,60,20,1,1,1,1,Engineering
610,19010321,5,53,20,1,0,0,0,Business
611,19050044,57,56,25,1,1,1,1,Engineering
612,19050055,57,58,15,1,1,1,1,Business
613,19050072,57,57,20,1,1,0,0,Data
614,19050102,57,51,20,1,1,1,1,Data
615,19050123,57,52,20,1,1,1,1,Data
616,19050183,57,55,20,1,1,1,1,Engineering
617,19050224,57,52,25,1,1,1,1,Data
618,19050230,57,61,22,1,1,1,1,Business
619,19050248,57,51,18,1,1,1,1,Data
620,19050256,57,67,23,1,1,1,1,Data
621,19050275,57,60,19,1,1,1,1,Business
622,19050281,57,62,21,1,1,1,1,Engineering
623,19050292,57,57,24,0,1,1,0,Data
624,19050293,57,51,15,1,1,1,1,Data
625,19050301,57,61,21,1,1,0,0,Data
626,19050337,57,57,23,1,1,1,1,Business
627,19100033,122,50,18,1,1,1,1,Data
628,19100037,122,55,20,1,1,1,0,Engineering
629,19100108,122,51,26,1,0,1,0,Data
630,19100161,122,54,20,1,1,1,1,Engineering
631,19100178,122,51,19,1,1,0,0,Data
632,19100203,122,54,20,1,0,1,0,Business
633,19100208,122,63,23,1,1,1,1,Business
634,19100213,122,58,21,0,1,1,0,Business
635,19100246,122,53,27,0,1,1,0,Business
636,19100280,122,59,21,1,1,1,1,Business
637,19100284,122,51,20,1,1,1,1,Engineering
638,19100290,122,51,23,1,1,1,1,Engineering
639,19100307,122,64,24,1,1,1,1,Business
640,19100313,122,60,25,1,1,1,1,Data
641,19100342,122,52,24,1,1,1,1,Data
642,19100361,122,56,19,1,1,1,1,Engineering
643,19100366,122,59,21,1,1,0,0,Data
644,19100372,122,53,16,1,1,0,0,Engineering
645,19040008,44,61,21,1,1,1,1,Engineering
646,19040016,44,57,19,1,0,1,0,Data
647,19040021,44,68,25,1,1,1,1,Engineering
648,19040038,44,61,23,1,1,0,0,Engineering
649,19040063,44,66,21,1,1,1,1,Data
650,19040064,44,56,20,1,1,1,1,Engineering
651,19040065,44,51,24,1,1,1,1,Business
652,19040070,44,54,17,1,1,0,0,Data
653,19040075,44,51,23,0,1,0,0,Business
654,19040085,44,50,21,1,1,1,1,Business
655,19040128,44,58,25,0,1,1,0,Business
656,19040149,44,57,18,1,1,0,0,Data
657,19040210,44,64,19,1,1,1,1,Data
658,19040226,44,63,23,1,1,0,0,Business
659,19040240,44,55,24,1,1,1,1,Business
660,19040338,44,50,20,1,1,1,1,Data
661,19040339,44,52,25,1,1,1,1,Engineering
662,19040348,44,63,22,1,1,0,0,Data
663,19040360,44,61,20,1,1,1,1,Data
664,19040375,44,65,23,1,1,1,1,Engineering
665,19010012,6,53,18,1,1,1,1,Engineering
666,19010026,6,54,21,0,1,1,0,Data
667,19010037,6,56,25,1,1,1,1,Business
668,19010051,6,60,23,1,1,1,1,Business
669,19010057,6,63,22,1,1,1,1,Data
670,19010083,6,61,20,1,1,1,1,Business
671,19010089,6,58,26,1,1,1,1,Engineering
672,19010095,6,59,24,1,1,1,1,Data
673,19010132,6,57,18,1,1,0,0,Business
674,19010134,6,59,20,0,1,1,0,Business
675,19010160,6,54,23,1,1,1,1,Data
676,19010162,6,58,19,1,0,1,0,Engineering
677,19010169,6,63,15,1,0,1,0,Data
678,19010171,6,58,23,1,1,1,1,Business
679,19010173,6,51,20,1,1,1,1,Business
680,19010189,6,53,19,1,1,1,1,Data
681,19010190,6,65,22,1,1,1,1,Engineering
682,19010193,6,62,17,1,1,1,1,Engineering
683,19010206,6,50,19,1,1,1,1,Business
684,19010222,6,61,20,0,1,0,0,Engineering
685,19010255,6,61,20,0,1,1,0,Engineering
686,19010273,6,52,22,1,0,1,0,Data
687,19010303,6,55,21,1,1,1,0,Data
688,19010311,6,51,22,1,1,1,1,Business
689,19010350,6,58,24,1,1,1,1,Data
690,19070008,83,66,19,0,1,1,0,Data
691,19070024,83,66,20,1,0,1,0,Data
692,19070026,83,61,20,1,1,1,0,Data
693,19070033,83,59,22,1,1,1,1,Business
694,19070053,83,53,19,1,1,1,1,Data
695,19070059,83,51,20,1,1,1,1,Engineering
696,19070103,83,54,21,1,1,0,0,Data
697,19070104,83,52,18,1,1,0,0,Business
698,19070126,83,51,23,1,1,1,1,Data
699,19070138,83,58,19,1,1,1,1,Engineering
700,19070182,83,51,24,1,1,1,1,Data
701,19070233,83,51,18,1,1,1,1,Data
702,19070233,83,51,18,1,1,1,1,Data
703,19070241,83,60,21,1,1,1,1,Data
704,19070296,83,64,22,1,1,1,1,Engineering
705,19070299,83,51,21,1,1,1,1,Business
706,19070310,83,60,17,1,1,0,0,Engineering
707,19070360,83,50,20,1,1,1,1,Engineering
708,19070390,83,52,17,1,1,1,1,Data
709,19070419,83,57,18,1,1,0,0,Data
710,19070445,83,59,18,1,1,1,1,Business
711,19050011,58,51,23,1,1,1,1,Data
712,19050022,58,63,21,1,1,1,1,Engineering
713,19050039,58,56,22,1,1,1,1,Data
714,19050098,58,63,18,1,1,1,1,Engineering
715,19050146,58,58,21,1,1,1,1,Data
716,19050179,58,51,16,1,1,1,1,Engineering
717,19050249,58,51,24,1,1,1,1,Data
718,19050253,58,56,19,1,1,1,1,Business
719,19050279,58,63,26,1,1,1,1,Engineering
720,19050302,58,58,25,1,1,1,1,Data
721,19050304,58,59,25,1,1,1,1,Data
722,19050309,58,62,19,1,0,1,0,Data
723,19050327,58,58,16,1,1,1,1,Engineering
724,19050366,58,54,25,0,1,1,0,Data
725,19100042,123,68,18,1,1,1,1,Data
726,19100068,123,55,25,1,1,1,1,Business
727,19100123,123,61,25,1,1,1,1,Engineering
728,19100141,123,51,19,1,1,1,1,Engineering
729,19100215,123,62,21,1,1,1,1,Engineering
730,19100251,123,62,20,0,1,1,0,Data
731,19100268,123,54,20,1,1,1,1,Engineering
732,19100314,123,64,24,1,1,1,1,Engineering
733,19100324,123,54,24,1,1,1,1,Business
734,19100326,123,64,21,1,1,1,1,Business
735,19100329,123,55,22,0,1,1,0,Data
736,19100333,123,50,21,1,1,1,1,Data
737,19100337,123,66,19,1,1,1,0,Engineering
738,19100358,123,51,26,1,1,1,1,Data
739,19100398,123,68,24,1,1,1,1,Data
740,19040007,45,53,19,1,0,1,0,Business
741,19040019,45,59,19,1,1,1,1,Business
742,19040020,45,52,21,1,0,1,0,Data
743,19040033,45,55,20,0,1,1,0,Engineering
744,19040096,45,55,19,0,1,1,0,Data
745,19040105,45,51,25,0,1,1,0,Business
746,19040154,45,56,25,1,1,1,0,Business
747,19040157,45,73,20,1,1,1,1,Engineering
748,19040242,45,50,17,1,1,1,1,Data
749,19040259,45,59,24,1,1,1,1,Engineering
750,19040276,45,54,22,1,1,1,1,Engineering
751,19040326,45,53,19,1,1,1,1,Business
752,19040355,45,64,23,1,1,1,1,Engineering
753,19040366,45,52,20,1,1,1,1,Engineering
754,19040367,45,50,22,1,1,1,0,Engineering
755,19120003,149,58,22,0,1,1,0,Data
756,19120047,149,51,21,1,0,1,0,Data
757,19120087,149,54,19,1,1,1,1,Business
758,19120121,149,59,20,1,1,1,1,Business
759,19120129,149,51,24,1,0,1,0,Engineering
760,19120134,149,57,20,1,1,1,1,Data
761,19120136,149,63,15,0,0,1,0,Engineering
762,19120144,149,58,17,0,1,0,0,Data
763,19120162,149,54,22,1,1,1,1,Data
764,19120164,149,59,22,1,1,1,0,Engineering
765,19120166,149,54,16,1,1,1,1,Business
766,19120186,149,63,20,1,1,1,1,Engineering
767,19120214,149,54,17,1,1,1,1,Data
768,19120222,149,61,25,1,1,1,1,Data
769,19120229,149,61,20,1,1,0,0,Engineering
770,19120248,149,63,20,1,1,1,1,Business
771,19120260,149,68,22,1,1,1,1,Business
772,19120277,149,57,18,1,1,1,1,Business
773,19010007,7,58,19,1,1,1,1,Business
774,19010102,7,59,25,1,1,1,1,Data
775,19010177,7,51,24,1,1,1,1,Engineering
776,19010195,7,59,19,1,1,1,1,Business
777,19010213,7,59,16,1,1,1,1,Data
778,19010223,7,51,24,1,1,1,1,Engineering
779,19010225,7,51,25,1,1,1,1,Engineering
780,19010234,7,53,21,1,1,1,1,Data
781,19010266,7,54,23,1,0,1,0,Business
782,19010274,7,56,22,1,1,1,1,Data
783,19010280,7,53,21,1,1,1,1,Engineering
784,19010293,7,57,15,1,1,1,1,Business
785,19010299,7,55,22,1,1,1,1,Engineering
786,19010301,7,61,23,1,1,1,1,Data
787,19010306,7,58,17,1,1,1,1,Engineering
788,19010312,7,55,17,1,1,1,1,Data
789,19010319,7,64,23,1,1,1,1,Data
790,19010329,7,58,19,0,1,1,0,Business
791,19010351,7,63,18,1,1,0,0,Business
792,19070011,84,54,20,1,1,1,1,Data
793,19070012,84,59,19,1,1,1,0,Business
794,19070046,84,55,22,1,1,1,0,Data
795,19070070,84,53,19,1,1,1,1,Data
796,19070070,84,53,19,1,1,1,1,Data
797,19070114,84,51,20,1,1,1,1,Engineering
798,19070115,84,55,22,1,1,1,1,Data
799,19070122,84,51,19,1,1,0,0,Engineering
800,19070184,84,62,17,1,1,1,1,Business
801,19070238,84,56,19,1,1,1,1,Business
802,19070257,84,62,17,1,1,0,0,Business
803,19070258,84,59,22,1,1,0,0,Business
804,19070278,84,62,18,1,1,1,1,Engineering
805,19070317,84,51,24,0,1,1,0,Engineering
806,19070327,84,52,21,0,1,1,0,Business
807,19070378,84,62,23,1,0,1,0,Business
808,19070417,84,60,22,1,1,1,1,Business
809,19070420,84,55,16,0,1,1,0,Engineering
810,19070422,84,52,22,1,1,1,0,Business
811,19070424,84,68,23,1,0,1,0,Engineering
812,19100007,124,60,17,1,0,1,0,Data
813,19100008,124,60,19,1,1,1,1,Business
814,19100030,124,50,21,1,1,1,1,Engineering
815,19100039,124,63,19,1,1,1,1,Data
816,19100050,124,56,21,1,0,1,0,Business
817,19100062,124,55,17,1,1,1,1,Engineering
818,19100070,124,54,18,0,0,1,0,Data
819,19100086,124,57,20,1,1,1,1,Business
820,19100114,124,57,18,1,1,1,1,Business
821,19100120,124,63,26,1,1,1,1,Engineering
822,19100153,124,65,18,1,1,1,1,Business
823,19100166,124,54,15,1,1,1,1,Engineering
824,19100171,124,62,19,1,0,1,0,Data
825,19100236,124,60,19,1,1,1,1,Data
826,19100267,124,53,19,1,1,1,1,Data
827,19100271,124,50,24,1,1,1,1,Data
828,19100278,124,55,19,1,0,1,0,Engineering
829,19100294,124,53,16,1,1,1,1,Business
830,19100296,124,50,27,1,1,1,1,Business
831,19100332,124,50,17,0,0,1,0,Engineering
832,19100346,124,64,21,1,1,1,1,Business
833,19100350,124,50,22,1,1,1,1,Business
834,19100352,124,51,21,1,1,1,1,Data
835,19100367,124,56,18,1,1,1,1,Engineering
836,19100380,124,54,22,0,1,1,0,Engineering
837,19090025,110,56,24,1,0,0,0,Data
838,19090030,110,62,16,1,1,1,1,Data
839,19090065,110,59,22,1,1,1,0,Business
840,19090084,110,62,25,1,1,1,1,Engineering
841,19090096,110,50,19,1,1,1,1,Engineering
842,19090100,110,57,25,1,1,1,1,Engineering
843,19090115,110,58,23,0,1,1,0,Business
844,19090119,110,52,26,1,1,1,1,Data
845,19090128,110,55,23,1,1,1,1,Business
846,19090129,110,61,23,1,1,0,0,Engineering
847,19090155,110,55,16,1,1,1,1,Data
848,19090164,110,54,20,1,1,1,0,Engineering
849,19090182,110,50,16,1,1,1,1,Data
850,19090197,110,54,20,1,1,1,1,Engineering
851,19090206,110,61,19,1,1,0,0,Engineering
852,19090235,110,62,25,1,1,1,1,Engineering
853,19090238,110,64,24,1,1,1,1,Engineering
854,19090239,110,51,22,1,0,1,0,Data
855,19090242,110,60,15,1,1,1,1,Business
856,19090245,110,50,21,1,1,1,1,Engineering
857,19090266,110,54,23,1,0,1,0,Engineering
858,19090272,110,50,20,1,1,1,0,Data
859,19090280,110,51,18,1,1,1,1,Data
860,19090298,110,53,23,1,1,1,1,Engineering
861,19090301,110,57,22,1,1,1,1,Engineering
862,19090318,110,53,22,1,1,1,1,Engineering
863,19090354,110,57,20,1,1,1,1,Engineering
864,19090406,110,54,17,1,0,1,0,Engineering
865,19040005,46,63,15,1,1,1,1,Engineering
866,19040023,46,64,21,1,1,1,1,Data
867,19040027,46,61,26,1,1,1,1,Data
868,19040034,46,55,26,1,1,1,1,Data
869,19040047,46,59,22,1,0,1,0,Engineering
870,19040053,46,54,17,1,1,1,1,Engineering
871,19040055,46,60,17,1,1,1,1,Engineering
872,19040098,46,59,24,1,1,1,0,Engineering
873,19040120,46,59,22,1,1,1,1,Business
874,19040126,46,66,16,1,1,1,1,Data
875,19040130,46,66,19,1,1,1,1,Business
876,19040178,46,63,15,1,1,1,1,Business
877,19040178,46,63,15,1,1,1,1,Business
878,19040223,46,57,19,1,1,1,1,Data
879,19040229,46,62,20,1,1,1,0,Engineering
880,19040235,46,59,22,1,1,0,0,Engineering
881,19040323,46,63,21,1,1,1,1,Business
882,19040331,46,56,21,1,0,1,0,Data
883,19040364,46,55,19,1,1,1,1,Engineering
884,19120004,150,58,26,1,1,1,1,Engineering
885,19120015,150,53,20,1,1,1,1,Business
886,19120019,150,60,19,1,1,1,0,Engineering
887,19120032,150,63,15,1,1,0,0,Engineering
888,19120054,150,50,18,1,1,1,1,Business
889,19120056,150,54,19,0,1,1,0,Business
890,19120107,150,54,18,1,1,1,0,Data
891,19120114,150,55,15,1,1,1,1,Business
892,19120137,150,56,18,1,0,1,0,Engineering
893,19120147,150,54,17,1,1,1,0,Business
894,19120154,150,50,19,1,1,1,1,Data
895,19120174,150,59,22,1,1,1,1,Engineering
896,19120197,150,57,20,1,1,1,1,Business
897,19120204,150,52,27,1,1,1,0,Business
898,19120226,150,61,18,1,1,1,1,Business
899,19120253,150,64,23,1,1,1,1,Data
900,19120259,150,56,19,1,1,1,1,Business
901,19120268,150,56,24,1,1,1,1,Data
902,19120276,150,56,24,1,1,0,0,Data
903,19120279,150,53,25,1,1,1,1,Data
904,19120280,150,61,20,1,1,1,1,Business
905,19070002,85,53,15,1,1,1,1,Business
906,19070027,85,59,21,0,1,1,0,Business
907,19070035,85,58,23,1,1,1,1,Business
908,19070056,85,52,18,1,1,1,0,Business
909,19070067,85,51,23,1,1,1,0,Business
910,19070076,85,67,26,1,1,1,1,Engineering
911,19070079,85,54,21,1,1,1,1,Data
912,19070084,85,52,22,1,1,1,1,Engineering
913,19070097,85,61,23,1,1,1,1,Data
914,19070121,85,60,27,1,1,1,1,Business
915,19070148,85,52,24,1,1,0,0,Engineering
916,19070156,85,60,22,1,0,1,0,Data
917,19070168,85,62,19,0,1,0,0,Business
918,19070194,85,51,17,1,1,1,1,Business
919,19070202,85,59,17,1,1,1,1,Engineering
920,19070209,85,55,22,1,0,0,0,Business
921,19070210,85,50,20,1,1,1,1,Data
922,19070211,85,63,25,1,1,1,1,Engineering
923,19070228,85,56,16,1,1,1,1,Business
924,19070259,85,63,22,1,1,1,1,Data
925,19070266,85,70,15,1,1,1,1,Data
926,19070276,85,53,23,0,1,1,0,Engineering
927,19070286,85,53,21,1,1,1,1,Engineering
928,19070289,85,63,19,1,1,1,1,Engineering
929,19070301,85,71,23,1,1,1,0,Business
930,19070368,85,51,22,1,0,1,0,Data
931,19070382,85,50,15,1,1,1,1,Data
932,19070385,85,56,19,1,1,0,0,Business
933,19070393,85,57,16,1,1,1,1,Engineering
934,19070443,85,52,20,1,1,1,0,Business
935,19070444,85,58,23,1,1,1,1,Data
936,19090009,111,59,23,1,1,1,1,Engineering
937,19090024,111,58,21,1,0,1,0,Data
938,19090031,111,60,21,1,1,1,1,Business
939,19090037,111,63,21,0,1,1,0,Data
940,19090040,111,56,20,1,0,1,0,Engineering
941,19090042,111,60,18,1,1,1,1,Engineering
942,19090052,111,58,20,1,1,1,1,Engineering
943,19090073,111,59,24,1,1,1,1,Engineering
944,19090079,111,53,24,1,1,1,1,Engineering
945,19090094,111,56,23,1,1,1,1,Business
946,19090099,111,61,21,1,1,1,1,Data
947,19090109,111,56,23,1,1,1,1,Engineering
948,19090151,111,58,20,1,1,1,1,Data
949,19090156,111,62,19,1,0,1,0,Business
950,19090216,111,59,23,1,1,1,1,Data
951,19090223,111,70,20,1,1,1,0,Data
952,19090277,111,55,21,1,1,1,1,Engineering
953,19090293,111,53,23,1,1,1,1,Data
954,19090297,111,52,21,1,0,1,0,Business
955,19090313,111,53,21,1,1,1,1,Data
956,19090329,111,51,25,1,1,1,0,Data
957,19090373,111,51,23,1,0,1,0,Business
958,19090390,111,54,19,1,1,1,1,Engineering
959,19090394,111,54,20,1,1,1,1,Business
960,19120016,151,60,19,1,1,1,1,Data
961,19120025,151,53,24,1,1,1,1,Business
962,19120029,151,65,23,1,1,1,1,Business
963,19120035,151,58,21,1,1,1,1,Business
964,19120042,151,66,20,1,0,0,0,Engineering
965,19120064,151,61,21,1,1,1,1,Business
966,19120078,151,58,25,1,1,1,0,Data
967,19120095,151,55,24,1,0,1,0,Data
968,19120096,151,56,15,1,1,1,1,Data
969,19120102,151,57,22,1,1,1,1,Data
970,19120106,151,56,21,1,1,1,1,Business
971,19120111,151,64,20,1,1,1,0,Engineering
972,19120116,151,66,21,1,1,1,1,Engineering
973,19120119,151,58,15,0,1,1,0,Business
974,19120163,151,56,19,1,1,1,1,Business
975,19120173,151,56,16,0,1,0,0,Business
976,19120185,151,67,23,1,1,1,1,Engineering
977,19120200,151,55,21,1,1,1,1,Data
978,19120203,151,52,21,1,1,1,1,Data
979,19120216,151,51,19,1,1,1,1,Business
980,19120246,151,59,18,1,1,1,0,Engineering
981,19020004,20,52,23,1,1,1,1,Business
982,19020028,20,54,18,1,1,0,0,Engineering
983,19020037,20,57,19,1,0,1,0,Data
984,19020041,20,54,17,1,1,1,1,Business
985,19020057,20,59,23,1,1,1,1,Engineering
986,19020070,20,52,26,1,1,1,1,Engineering
987,19020102,20,61,23,1,1,1,1,Data
988,19020121,20,52,16,1,1,1,1,Data
989,19020148,20,65,20,1,0,1,0,Data
990,19020148,20,65,20,1,0,1,0,Data
991,19020149,20,50,17,1,1,1,0,Data
992,19020155,20,56,17,1,1,1,1,Data
993,19020170,20,64,21,1,1,1,1,Business
994,19020175,20,59,23,1,1,1,1,Engineering
995,19020183,20,57,27,1,1,1,1,Business
996,19020187,20,75,24,1,1,1,1,Engineering
997,19020199,20,55,22,1,1,1,0,Engineering
998,19020235,20,63,19,1,1,1,0,Engineering
999,19020257,20,62,23,1,1,1,1,Engineering
1000,19020260,20,59,26,1,1,0,0,Data
1001,19020284,20,57,25,1,1,1,1,Engineering
1002,19020292,20,69,20,1,1,1,1,Data
1003,19020326,20,60,16,1,0,1,0,Engineering
1004,19020368,20,52,21,1,1,1,0,Engineering
1005,19030010,32,57,21,1,1,1,1,Data
1006,19030016,32,56,19,1,1,1,1,Engineering
1007,19030025,32,52,22,1,1,1,1,Engineering
1008,19030044,32,61,25,1,1,1,0,Business
1009,19030049,32,56,20,1,1,1,1,Business
1010,19030075,32,52,15,1,1,1,1,Data
1011,19030124,32,70,20,1,1,1,1,Engineering
1012,19030125,32,59,20,1,1,1,1,Data
1013,19030131,32,56,18,1,0,0,0,Data
1014,19030133,32,59,20,1,1,1,1,Business
1015,19030140,32,55,21,1,0,1,0,Data
1016,19030170,32,55,18,1,1,1,1,Engineering
1017,19030181,32,60,23,1,1,1,1,Engineering
1018,19030183,32,65,18,1,1,1,1,Data
1019,19030206,32,57,21,0,1,1,0,Data
1020,19030208,32,52,20,1,0,1,0,Engineering
1021,19030262,32,51,23,1,1,1,1,Engineering
1022,19030265,32,58,23,1,1,1,1,Engineering
1023,19030268,32,61,17,1,1,1,1,Engineering
1024,19030284,32,55,22,1,1,0,0,Engineering
1025,19030290,32,62,25,1,0,1,0,Engineering
1026,19030297,32,50,20,0,1,1,0,Business
1027,19030301,32,63,23,1,1,1,1,Engineering
1028,19030309,32,54,18,1,1,1,1,Data
1029,19030317,32,66,19,1,1,1,1,Business
1030,19030319,32,55,26,1,1,0,0,Engineering
1031,19030319,32,55,26,1,1,0,0,Engineering
1032,19030334,32,60,22,1,1,1,1,Engineering
1033,19030345,32,58,18,1,1,1,0,Business
1034,19030348,32,54,20,1,1,1,1,Engineering
1035,19110032,137,50,15,1,1,1,1,Business
1036,19110073,137,58,24,1,0,1,0,Data
1037,19110122,137,62,26,1,1,1,1,Data
1038,19110173,137,62,21,1,1,1,1,Data
1039,19110195,137,60,21,1,1,1,1,Business
1040,19110201,137,59,18,1,1,1,1,Business
1041,19110232,137,53,23,1,1,1,1,Business
1042,19110236,137,52,22,1,1,1,1,Business
1043,19110241,137,54,21,1,1,1,1,Data
1044,19110252,137,58,19,1,1,1,1,Engineering
1045,19110264,137,50,18,0,1,1,0,Engineering
1046,19110307,137,52,27,1,1,1,1,Engineering
1047,19110309,137,57,18,1,1,1,1,Business
1048,19110334,137,62,25,1,1,1,1,Business
1049,19110340,137,58,22,1,1,1,0,Business
1050,19110346,137,64,17,1,1,1,1,Data
1051,19090007,112,62,18,1,1,1,1,Engineering
1052,19090036,112,56,26,1,1,1,1,Engineering
1053,19090038,112,50,17,1,1,0,0,Data
1054,19090095,112,61,21,1,1,1,1,Data
1055,19090126,112,55,18,1,1,1,1,Data
1056,19090146,112,60,20,1,0,1,0,Data
1057,19090172,112,50,16,1,1,1,1,Engineering
1058,19090213,112,69,23,1,0,1,0,Data
1059,19090219,112,60,18,1,0,0,0,Business
1060,19090224,112,63,21,1,1,1,1,Business
1061,19090248,112,54,18,1,1,1,1,Engineering
1062,19090250,112,51,19,1,1,1,1,Business
1063,19090251,112,55,20,0,1,0,0,Engineering
1064,19090251,112,55,20,0,1,0,0,Engineering
1065,19090254,112,55,25,1,1,1,0,Engineering
1066,19090289,112,50,21,1,1,1,1,Engineering
1067,19090311,112,60,18,1,0,1,0,Engineering
1068,19090340,112,51,22,1,1,1,1,Business
1069,19090344,112,54,20,1,1,1,1,Engineering
1070,19090370,112,54,20,1,1,1,1,Engineering
1071,19040013,38,55,16,0,1,1,0,Engineering
1072,19040014,38,59,22,1,1,1,0,Data
1073,19040015,38,50,23,0,0,1,0,Data
1074,19040041,38,64,25,1,1,1,1,Engineering
1075,19040042,38,56,18,1,1,1,1,Business
1076,19040082,38,54,24,1,1,1,1,Engineering
1077,19040091,38,62,22,0,1,1,0,Engineering
1078,19040101,38,51,15,1,1,1,1,Business
1079,19040121,38,62,26,1,1,1,1,Business
1080,19040142,38,53,22,1,1,1,1,Business
1081,19040163,38,58,24,1,1,1,1,Business
1082,19040215,38,60,19,1,1,1,1,Data
1083,19040233,38,61,19,1,1,1,1,Engineering
1084,19040256,38,65,19,1,1,0,0,Data
1085,19040354,38,55,21,1,1,1,1,Data
1086,19040356,38,62,16,1,1,1,1,Business
1087,19010015,0,57,19,1,0,1,0,Business
1088,19010039,0,68,18,1,1,1,1,Data
1089,19010081,0,67,21,1,1,1,1,Business
1090,19010120,0,53,17,1,1,1,1,Engineering
1091,19010140,0,51,18,1,1,1,0,Data
1092,19010142,0,57,17,1,1,0,0,Engineering
1093,19010149,0,56,20,1,1,0,0,Engineering
1094,19010183,0,65,19,1,0,1,0,Data
1095,19010186,0,57,20,1,1,1,1,Engineering
1096,19010187,0,58,17,1,0,0,0,Data
1097,19010335,0,61,17,1,1,1,1,Engineering
1098,19010335,0,61,17,1,1,1,1,Engineering
1099,19070018,77,55,21,1,1,1,1,Business
1100,19070022,77,53,17,1,1,1,1,Business
1101,19070039,77,54,19,1,1,1,1,Engineering
1102,19070055,77,55,17,1,1,1,1,Business
1103,19070061,77,54,18,1,1,1,1,Business
1104,19070086,77,50,20,1,1,1,1,Engineering
1105,19070089,77,55,23,0,1,1,0,Business
1106,19070092,77,53,19,1,1,1,1,Business
1107,19070112,77,56,24,1,1,1,1,Business
1108,19070153,77,58,19,1,1,1,1,Engineering
1109,19070161,77,56,27,1,1,1,1,Engineering
1110,19070166,77,60,18,1,1,1,1,Engineering
1111,19070185,77,53,23,1,1,1,1,Engineering
1112,19070186,77,56,24,1,1,1,1,Business
1113,19070198,77,51,22,0,1,0,0,Data
1114,19070242,77,60,20,1,1,1,1,Engineering
1115,19070252,77,52,15,1,1,1,1,Data
1116,19070274,77,51,19,1,1,1,1,Engineering
1117,19070326,77,56,23,1,1,1,1,Engineering
1118,19070331,77,54,22,1,1,1,1,Data
1119,19070337,77,51,26,1,1,1,1,Data
1120,19070346,77,55,24,1,1,1,1,Data
1121,19070354,77,64,15,1,1,1,1,Data
1122,19070371,77,66,19,1,1,1,1,Business
1123,19070373,77,53,18,1,1,1,1,Business
1124,19070375,77,52,16,1,0,1,0,Business
1125,19070384,77,53,16,1,1,0,0,Data
1126,19070398,77,55,20,1,0,1,0,Data
1127,19070407,77,52,25,1,1,1,1,Business
1128,19050054,52,51,24,1,1,0,0,Data
1129,19050073,52,56,18,0,1,1,0,Engineering
1130,19050114,52,57,27,1,1,1,1,Data
1131,19050116,52,56,17,1,1,1,1,Engineering
1132,19050147,52,54,24,1,1,1,1,Data
1133,19050166,52,65,22,1,1,0,0,Engineering
1134,19050218,52,57,21,1,1,1,1,Engineering
1135,19050251,52,55,22,0,1,1,0,Data
1136,19050254,52,59,22,1,0,1,0,Business
1137,19050273,52,52,17,1,1,1,1,Engineering
1138,19050289,52,67,25,1,1,1,1,Engineering
1139,19050315,52,61,20,1,1,1,1,Business
1140,19050329,52,67,21,1,1,1,1,Data
1141,19050335,52,62,24,0,1,1,0,Data
1142,19050340,52,50,26,1,0,1,0,Engineering
1143,19050367,52,53,17,1,1,1,1,Business
1144,19050377,52,57,22,1,0,1,0,Engineering
1145,19050378,52,56,19,1,1,0,0,Engineering
1146,19050384,52,57,16,1,1,1,1,Engineering
1147,19100013,117,51,22,1,1,0,0,Business
1148,19100047,117,50,21,1,1,1,1,Business
1149,19100056,117,55,24,1,1,1,1,Data
1150,19100129,117,55,15,1,0,1,0,Data
1151,19100155,117,50,18,1,1,1,1,Business
1152,19100182,117,64,20,1,1,1,0,Engineering
1153,19100196,117,53,20,1,1,1,0,Data
1154,19100197,117,50,24,1,0,1,0,Business
1155,19100223,117,56,25,1,1,1,1,Business
1156,19100224,117,53,18,1,1,1,1,Business
1157,19100226,117,60,22,1,1,1,0,Data
1158,19100228,117,57,17,1,1,1,1,Engineering
1159,19100247,117,63,19,0,1,1,0,Engineering
1160,19100291,117,54,20,1,1,1,1,Data
1161,19100293,117,56,25,1,1,1,0,Engineering
1162,19100302,117,54,20,1,1,1,1,Data
1163,19100309,117,54,22,1,1,1,1,Data
1164,19100316,117,58,15,1,0,1,0,Data
1165,19100317,117,64,20,1,1,1,1,Business
1166,19100357,117,62,24,1,0,0,0,Engineering
1167,19100368,117,57,17,1,1,1,1,Business
1168,19100373,117,66,22,0,1,0,0,Business
