,applicant_id,weakness_id
1663,19060334,16
1664,19060335,13
1665,19060335,19
1666,19060335,2
1667,19060336,4
1668,19060336,8
1669,19060337,19
1670,19060337,12
1671,19060338,3
1672,19060338,0
1673,19060338,11
1674,19060339,18
1675,19060339,21
1676,19060339,17
1677,19060340,16
1678,19060341,11
1679,19060341,17
1680,19060341,6
1681,19060343,23
1682,19060343,11
1683,19060344,0
1684,19060344,19
1685,19060344,15
1686,19060345,21
1687,19060345,18
1688,19060345,21
1689,19060345,18
1690,19060348,15
1691,19060348,5
1692,19060351,19
1693,19060351,0
1694,19060351,20
1695,19060352,5
1696,19060353,6
1697,19060354,8
1698,19060354,23
1699,19060354,21
1700,19060358,10
1701,19060358,2
1702,19060358,5
1703,19060360,8
1704,19060360,0
1705,19060362,21
1706,19060366,6
1707,19060366,23
1708,19060367,10
1709,19060367,11
1710,19060368,22
1711,19060369,6
1712,19060369,16
1713,19060369,14
1714,19060371,12
1715,19060373,4
1716,19060374,16
1717,19060374,10
1718,19060376,9
1719,19060377,18
1720,19060377,22
1721,19060377,3
1722,19060379,15
1723,19060380,9
1724,19060380,21
1725,19060380,16
1726,19060381,22
1727,19060381,0
1728,19060384,5
1729,19060384,10
1730,19060386,8
1731,19060387,17
1732,19060387,18
1733,19060387,20
1734,19060389,0
1735,19060389,9
1736,19060389,12
1737,19060390,17
1738,19060392,11
1739,19060392,12
1740,19060392,22
1741,19060393,17
1742,19060393,11
1743,19060395,2
1744,19060395,11
1745,19060396,19
1746,19060396,1
1747,19060396,12
1748,19060397,6
1749,19060398,14
1750,19060398,5
1751,19060399,7
1752,19060399,17
1753,19060400,4
1754,19060400,14
1755,19060400,0
1756,19060402,9
1757,19060402,14
1758,19060402,20
1759,19060404,16
1760,19060404,2
1761,19060404,16
1762,19060404,2
1763,19060405,22
1764,19060407,6
1765,19060407,22
1766,19060408,11
1767,19060408,4
1768,19060408,12
1769,19060409,14
1770,19060409,20
1771,19060409,6
1772,19060410,19
1773,19060410,7
1774,19060410,20
1775,19060414,4
1776,19060414,4
1777,19060415,19
1778,19060416,2
1779,19060417,0
1780,19060417,6
1781,19060417,12
1782,19060418,11
1783,19060419,19
1784,19060419,7
1785,19060419,11
1786,19060421,13
1787,19060422,16
1788,19060422,12
1789,19060422,17
1790,19060423,15
1791,19060423,0
1792,19060423,7
1793,19060425,5
1794,19060427,21
1795,19060427,13
1796,19060427,11
1797,19060428,18
1798,19060428,19
1799,19060429,6
1800,19060430,17
1801,19060430,1
1802,19060430,19
1803,19060431,13
1804,19060431,18
1805,19060431,3
1806,19060432,7
1807,19060432,16
1808,19060433,0
1809,19060433,6
1810,19060434,2
1811,19060434,6
1812,19060435,8
1813,19060435,10
1814,19060435,11
1815,19060436,10
1816,19060436,2
1817,19060437,11
1818,19060437,14
1819,19060438,6
1820,19060439,0
1821,19060439,3
1822,19060440,14
1823,19060440,20
1824,19060440,17
1825,19060441,4
1826,19060442,3
1827,19060443,2
1828,19060443,12
1829,19060446,17
1830,19060446,10
1831,19120000,6
1832,19120000,20
1833,19120001,1
1834,19120001,22
1835,19120001,5
1836,19120003,20
1837,19120003,12
1838,19120003,0
1839,19120004,20
1840,19120004,10
1841,19120005,23
1842,19120005,19
1843,19120006,21
1844,19120006,5
1845,19120006,8
1846,19120007,17
1847,19120007,3
1848,19120007,22
1849,19120009,12
1850,19120011,19
1851,19120011,5
1852,19120012,16
1853,19120012,5
1854,19120014,22
1855,19120014,2
1856,19120014,7
1857,19120015,6
1858,19120016,15
1859,19120019,13
1860,19120019,7
1861,19120022,18
1862,19120022,12
1863,19120023,11
1864,19120025,19
1865,19120025,15
1866,19120025,21
1867,19120027,1
1868,19120027,14
1869,19120028,8
1870,19120028,11
1871,19120029,16
1872,19120030,9
1873,19120030,2
1874,19120030,19
1875,19120032,6
1876,19120032,15
1877,19120033,2
1878,19120034,3
1879,19120034,22
1880,19120035,0
1881,19120035,17
1882,19120035,3
1883,19120036,4
1884,19120037,13
1885,19120037,6
1886,19120039,16
1887,19120039,1
1888,19120040,5
1889,19120040,17
1890,19120040,11
1891,19120041,12
1892,19120042,11
1893,19120042,21
1894,19120042,3
1895,19120046,13
1896,19120047,16
1897,19120047,22
1898,19120048,20
1899,19120048,8
1900,19120049,15
1901,19120051,15
1902,19120051,9
1903,19120051,3
1904,19120052,8
1905,19120052,2
1906,19120054,2
1907,19120056,10
1908,19120057,4
1909,19120058,19
1910,19120059,15
1911,19120059,2
1912,19120061,19
1913,19120061,2
1914,19120063,0
1915,19120064,18
1916,19120064,5
1917,19120066,9
1918,19120069,20
1919,19120069,12
1920,19120069,14
1921,19120070,0
1922,19120070,7
1923,19120072,23
1924,19120072,11
1925,19120072,6
1926,19120073,4
1927,19120073,16
1928,19120073,7
1929,19120074,8
1930,19120078,14
1931,19120078,17
1932,19120080,18
1933,19120080,2
1934,19120080,17
1935,19120081,10
1936,19120081,23
1937,19120082,15
1938,19120085,2
1939,19120085,5
1940,19120087,18
1941,19120087,23
1942,19120089,20
1943,19120089,21
1944,19120089,18
1945,19120090,10
1946,19120090,1
1947,19120090,0
1948,19120091,16
1949,19120091,2
1950,19120091,12
1951,19120092,2
1952,19120094,16
1953,19120095,15
1954,19120095,11
1955,19120096,19
1956,19120096,6
1957,19120096,8
1958,19120098,11
1959,19120101,23
1960,19120101,13
1961,19120101,6
1962,19120102,0
1963,19120104,20
1964,19120104,15
1965,19120104,10
1966,19120106,22
1967,19120107,6
1968,19120107,20
1969,19120109,13
1970,19120110,17
1971,19120111,3
1972,19120111,12
1973,19120112,6
1974,19120112,2
1975,19120112,8
1976,19120114,17
1977,19120116,19
1978,19120116,13
1979,19120117,3
1980,19120117,11
1981,19120119,22
1982,19120119,15
1983,19120119,10
1984,19120121,4
1985,19120122,1
1986,19120123,8
1987,19120123,1
1988,19120124,1
1989,19120125,11
1990,19120126,4
1991,19120126,6
1992,19120128,17
1993,19120129,23
1994,19120129,20
1995,19120129,7
1996,19120130,13
1997,19120133,9
1998,19120134,3
1999,19120134,22
2000,19120134,1
2001,19120135,11
2002,19120136,9
2003,19120136,23
2004,19120136,10
2005,19120137,23
2006,19120137,7
2007,19120139,11
2008,19120140,10
2009,19120140,11
2010,19120140,19
2011,19120144,0
2012,19120144,14
2013,19120145,4
2014,19120145,4
2015,19120146,8
2016,19120146,18
2017,19120147,14
2018,19120149,23
2019,19120149,0
2020,19120150,19
2021,19120150,6
2022,19120154,22
2023,19120156,17
2024,19120156,20
2025,19120157,8
2026,19120160,12
2027,19120160,21
2028,19120160,8
2029,19120162,13
2030,19120162,16
2031,19120163,0
2032,19120163,3
2033,19120163,4
2034,19120164,9
2035,19120164,1
2036,19120165,19
2037,19120166,6
2038,19120167,14
2039,19120168,19
2040,19120169,11
2041,19120169,13
2042,19120169,22
2043,19120173,6
2044,19120174,8
2045,19120174,9
2046,19120175,9
2047,19120175,16
2048,19120176,21
2049,19120176,4
2050,19120180,14
2051,19120182,7
2052,19120182,14
2053,19120185,23
2054,19120185,10
2055,19120185,14
2056,19120186,10
2057,19120186,21
2058,19120187,10
2059,19120187,17
2060,19120187,22
2061,19120189,17
2062,19120189,12
2063,19120189,15
2064,19120191,21
2065,19120193,21
2066,19120194,22
2067,19120194,18
2068,19120196,10
2069,19120196,14
2070,19120196,20
2071,19120197,15
2072,19120198,2
2073,19120199,13
2074,19120200,5
2075,19120200,2
2076,19120200,3
2077,19120203,0
2078,19120203,23
2079,19120203,22
2080,19120204,9
2081,19120204,23
2082,19120204,14
2083,19120207,21
2084,19120207,14
2085,19120207,2
2086,19120208,12
2087,19120209,5
2088,19120210,5
2089,19120213,9
2090,19120213,20
2091,19120214,12
2092,19120214,2
2093,19120215,18
2094,19120215,8
2095,19120216,13
2096,19120216,19
2097,19120216,10
2098,19120217,15
2099,19120217,4
2100,19120218,6
2101,19120218,20
2102,19120219,14
2103,19120219,16
2104,19120219,1
2105,19120220,20
2106,19120220,17
2107,19120222,15
2108,19120222,11
2109,19120226,2
2110,19120226,1
2111,19120227,5
2112,19120227,22
2113,19120229,21
2114,19120231,21
2115,19120234,11
2116,19120234,22
2117,19120237,15
2118,19120243,9
2119,19120243,16
2120,19120246,18
2121,19120246,23
2122,19120247,6
2123,19120247,22
2124,19120247,18
2125,19120248,1
2126,19120249,19
2127,19120249,7
2128,19120250,16
2129,19120252,13
2130,19120252,16
2131,19120253,9
2132,19120253,16
2133,19120254,22
2134,19120254,21
2135,19120256,1
2136,19120256,11
2137,19120256,5
2138,19120257,22
2139,19120258,15
2140,19120259,8
2141,19120259,17
2142,19120259,9
2143,19120260,14
2144,19120264,19
2145,19120264,6
2146,19120264,21
2147,19120265,4
2148,19120265,0
2149,19120265,7
2150,19120268,14
2151,19120268,12
2152,19120268,21
2153,19120270,12
2154,19120270,16
2155,19120270,20
2156,19120271,19
2157,19120271,20
2158,19120272,1
2159,19120272,0
2160,19120273,8
2161,19120273,14
2162,19120276,16
2163,19120276,21
2164,19120277,11
2165,19120277,8
2166,19120277,3
2167,19120278,13
2168,19120278,18
2169,19120278,16
2170,19120279,6
2171,19120279,9
2172,19120280,12
2173,19120280,7
2174,19120281,15
2175,19020000,12
2176,19020000,20
2177,19020002,8
2178,19020004,7
2179,19020005,22
2180,19020005,11
2181,19020005,3
2182,19020006,4
2183,19020008,2
2184,19020008,1
2185,19020009,23
2186,19020009,15
2187,19020010,20
2188,19020011,6
2189,19020012,16
2190,19020012,21
2191,19020012,14
2192,19020013,10
2193,19020015,1
2194,19020015,7
2195,19020015,20
2196,19020016,1
2197,19020016,7
2198,19020017,1
2199,19020017,22
2200,19020018,9
2201,19020018,23
2202,19020020,11
2203,19020020,13
2204,19020020,20
2205,19020021,22
2206,19020021,0
2207,19020021,3
2208,19020023,9
2209,19020024,23
2210,19020024,20
2211,19020026,3
2212,19020028,19
2213,19020031,12
2214,19020031,11
2215,19020032,22
2216,19020033,4
2217,19020037,21
2218,19020038,5
2219,19020038,17
2220,19020038,11
2221,19020039,21
2222,19020039,10
2223,19020039,16
2224,19020040,1
2225,19020041,23
2226,19020041,6
2227,19020041,14
2228,19020042,13
2229,19020043,8
2230,19020043,10
2231,19020045,18
2232,19020046,21
2233,19020046,5
2234,19020048,8
2235,19020048,23
2236,19020049,0
2237,19020049,12
2238,19020049,3
2239,19020050,9
2240,19020051,21
2241,19020051,22
2242,19020052,6
2243,19020052,21
2244,19020052,7
2245,19020053,21
2246,19020054,4
2247,19020054,1
2248,19020054,13
2249,19020055,15
2250,19020055,14
2251,19020057,21
2252,19020060,8
2253,19020061,3
2254,19020061,15
2255,19020063,19
2256,19020063,0
2257,19020064,20
2258,19020065,21
2259,19020066,17
2260,19020066,19
2261,19020066,15
2262,19020068,18
2263,19020068,15
2264,19020070,9
2265,19020072,6
2266,19020073,0
2267,19020073,8
2268,19020075,17
2269,19020075,13
2270,19020076,9
2271,19020077,6
2272,19020077,20
2273,19020078,6
2274,19020078,2
2275,19020078,3
2276,19020079,23
2277,19020079,9
2278,19020080,11
2279,19020080,19
2280,19020080,1
2281,19020081,15
2282,19020081,12
2283,19020081,17
2284,19020082,21
2285,19020082,18
2286,19020082,11
2287,19020083,6
2288,19020083,10
2289,19020083,15
2290,19020086,0
2291,19020086,6
2292,19020086,10
2293,19020087,14
2294,19020088,2
2295,19020089,2
2296,19020090,3
2297,19020093,7
2298,19020093,15
2299,19020094,13
2300,19020095,22
2301,19020095,8
2302,19020095,1
2303,19020096,8
2304,19020096,22
2305,19020100,23
2306,19020100,2
2307,19020100,21
2308,19020102,2
2309,19020102,9
2310,19020102,13
2311,19020103,3
2312,19020103,12
2313,19020103,19
2314,19020104,6
2315,19020104,23
2316,19020105,8
2317,19020105,10
2318,19020105,23
2319,19020111,11
2320,19020112,16
2321,19020112,5
2322,19020113,0
2323,19020114,7
2324,19020114,20
2325,19020116,22
2326,19020118,9
2327,19020118,23
2328,19020120,11
2329,19020121,6
2330,19020121,10
2331,19020121,14
2332,19020122,19
2333,19020122,22
2334,19020122,2
2335,19020123,20
2336,19020125,1
2337,19020125,14
2338,19020126,0
2339,19020127,10
2340,19020128,18
2341,19020131,7
2342,19020132,0
2343,19020132,2
2344,19020134,1
2345,19020134,0
2346,19020134,15
2347,19020135,2
2348,19020136,16
2349,19020136,8
2350,19020137,14
2351,19020137,4
2352,19020137,6
2353,19020140,18
2354,19020140,0
2355,19020141,5
2356,19020141,20
2357,19020141,18
2358,19020142,8
2359,19020142,23
2360,19020142,11
2361,19020143,19
2362,19020143,12
2363,19020144,14
2364,19020144,7
2365,19020145,7
2366,19020145,11
2367,19020146,2
2368,19020147,23
2369,19020147,9
2370,19020148,6
2371,19020148,6
2372,19020149,12
2373,19020149,16
2374,19020149,4
2375,19020151,2
2376,19020151,4
2377,19020151,21
2378,19020155,13
2379,19020155,12
2380,19020157,15
2381,19020157,5
2382,19020157,19
2383,19020158,7
2384,19020159,4
2385,19020159,12
2386,19020160,13
2387,19020160,3
2388,19020160,10
2389,19020161,17
2390,19020162,16
2391,19020163,23
2392,19020163,7
2393,19020163,19
2394,19020165,4
2395,19020165,2
2396,19020168,12
2397,19020168,18
2398,19020169,21
2399,19020169,19
2400,19020170,4
2401,19020171,8
2402,19020171,10
2403,19020173,5
2404,19020174,1
2405,19020174,15
2406,19020174,4
2407,19020175,20
2408,19020176,18
2409,19020177,21
2410,19020177,20
2411,19020177,4
2412,19020178,20
2413,19020178,4
2414,19020179,6
2415,19020180,16
2416,19020180,14
2417,19020180,4
2418,19020183,1
2419,19020184,3
2420,19020184,17
2421,19020184,14
2422,19020187,14
2423,19020187,1
2424,19020189,0
2425,19020189,21
2426,19020189,7
2427,19020192,23
2428,19020193,13
2429,19020193,16
2430,19020193,2
2431,19020194,6
2432,19020195,3
2433,19020195,12
2434,19020196,20
2435,19020196,11
2436,19020196,3
2437,19020197,22
2438,19020197,0
2439,19020197,9
2440,19020199,8
2441,19020200,12
2442,19020200,22
2443,19020200,13
2444,19020201,8
2445,19020201,12
2446,19020202,20
2447,19020203,23
2448,19020203,13
2449,19020204,18
2450,19020204,8
2451,19020204,19
2452,19020205,10
2453,19020205,14
2454,19020205,20
2455,19020205,10
2456,19020205,14
2457,19020205,20
2458,19020207,16
2459,19020207,12
2460,19020207,4
2461,19020208,14
2462,19020208,7
2463,19020208,23
2464,19020209,21
2465,19020209,10
2466,19020209,12
2467,19020210,23
2468,19020210,23
2469,19020212,17
2470,19020212,0
2471,19020213,18
2472,19020213,8
2473,19020213,6
2474,19020214,1
2475,19020214,14
2476,19020215,6
2477,19020216,13
2478,19020216,21
2479,19020216,12
2480,19020218,12
2481,19020218,1
2482,19020220,11
2483,19020220,7
2484,19020224,4
2485,19020227,2
2486,19020228,10
2487,19020230,5
2488,19020230,17
2489,19020231,2
2490,19020232,2
2491,19020232,0
2492,19020232,4
2493,19020233,1
2494,19020234,21
2495,19020234,22
2496,19020235,9
2497,19020235,22
2498,19020235,10
2499,19020237,22
2500,19020241,17
2501,19020242,22
2502,19020242,6
2503,19020243,15
2504,19020244,14
2505,19020244,9
2506,19020244,10
2507,19020245,7
2508,19020246,12
2509,19020246,16
2510,19020246,18
2511,19020249,14
2512,19020249,9
2513,19020250,11
2514,19020250,10
2515,19020251,3
2516,19020251,1
2517,19020251,17
2518,19020252,9
2519,19020252,6
2520,19020253,2
2521,19020255,8
2522,19020257,13
2523,19020258,16
2524,19020259,23
2525,19020260,18
2526,19020261,8
2527,19020263,8
2528,19020263,7
2529,19020264,21
2530,19020265,20
2531,19020265,22
2532,19020265,4
2533,19020265,20
2534,19020265,22
2535,19020265,4
2536,19020266,9
2537,19020266,14
2538,19020268,13
2539,19020269,13
2540,19020270,6
2541,19020270,3
2542,19020273,23
2543,19020273,17
2544,19020273,14
2545,19020274,14
2546,19020277,4
2547,19020278,17
2548,19020280,14
2549,19020280,16
2550,19020282,21
2551,19020282,6
2552,19020283,22
2553,19020283,12
2554,19020284,22
2555,19020284,6
2556,19020284,16
2557,19020286,1
2558,19020286,23
2559,19020287,7
2560,19020287,14
2561,19020287,23
2562,19020289,5
2563,19020290,15
2564,19020290,8
2565,19020290,12
2566,19020291,13
2567,19020291,6
2568,19020291,19
2569,19020292,18
2570,19020292,14
2571,19020293,16
2572,19020294,8
2573,19020294,14
2574,19020294,2
2575,19020296,2
2576,19020297,8
2577,19020297,1
2578,19020298,21
2579,19020299,23
2580,19020299,8
2581,19020303,18
2582,19020303,17
2583,19020306,21
2584,19020307,2
2585,19020307,13
2586,19020307,11
2587,19020308,22
2588,19020308,11
2589,19020309,17
2590,19020309,13
2591,19020309,12
2592,19020311,15
2593,19020311,16
2594,19020311,21
2595,19020312,12
2596,19020312,15
2597,19020312,5
2598,19020313,11
2599,19020313,12
2600,19020314,22
2601,19020317,2
2602,19020317,22
2603,19020320,9
2604,19020320,22
2605,19020321,3
2606,19020321,0
2607,19020323,18
2608,19020323,7
2609,19020323,21
2610,19020325,21
2611,19020326,8
2612,19020326,14
2613,19020327,19
2614,19020327,13
2615,19020332,6
2616,19020332,22
2617,19020333,18
2618,19020333,4
2619,19020334,5
2620,19020336,15
2621,19020336,16
2622,19020336,0
2623,19020337,7
2624,19020337,0
2625,19020340,7
2626,19020340,5
2627,19020341,1
2628,19020342,13
2629,19020342,0
2630,19020344,1
2631,19020345,17
2632,19020346,10
2633,19020347,14
2634,19020347,20
2635,19020347,11
2636,19020348,20
2637,19020349,10
2638,19020349,5
2639,19020349,20
2640,19020352,13
2641,19020352,4
2642,19020353,10
2643,19020353,15
2644,19020354,14
2645,19020354,5
2646,19020354,7
2647,19020355,23
2648,19020356,20
2649,19020357,5
2650,19020357,2
2651,19020359,3
2652,19020359,22
2653,19020360,19
2654,19020360,16
2655,19020361,13
2656,19020361,17
2657,19020362,13
2658,19020363,23
2659,19020363,22
2660,19020365,14
2661,19020365,3
2662,19020365,22
2663,19020367,10
2664,19020368,9
2665,19020368,11
2666,19020369,20
2667,19020369,22
2668,19020370,17
2669,19020370,3
2670,19020371,5
2671,19010000,12
2672,19010000,18
2673,19010001,6
2674,19010001,9
2675,19010001,10
2676,19010002,16
2677,19010003,0
2678,19010003,2
2679,19010006,17
2680,19010006,23
2681,19010007,22
2682,19010009,0
2683,19010009,8
2684,19010010,21
2685,19010011,9
2686,19010011,14
2687,19010011,7
2688,19010012,18
2689,19010015,12
2690,19010017,4
2691,19010017,16
2692,19010019,21
2693,19010020,22
2694,19010020,6
2695,19010020,9
2696,19010021,3
2697,19010021,13
2698,19010022,19
2699,19010022,8
2700,19010022,10
2701,19010024,16
2702,19010024,18
2703,19010024,7
2704,19010026,7
2705,19010028,12
2706,19010028,16
2707,19010028,14
2708,19010029,6
2709,19010030,0
2710,19010030,2
2711,19010033,2
2712,19010033,6
2713,19010035,22
2714,19010035,13
2715,19010035,16
2716,19010037,21
2717,19010037,7
2718,19010039,11
2719,19010040,11
2720,19010042,20
2721,19010043,19
2722,19010043,14
2723,19010043,6
2724,19010044,18
2725,19010045,6
2726,19010045,5
2727,19010046,18
2728,19010046,4
2729,19010047,23
2730,19010047,17
2731,19010048,15
2732,19010048,10
2733,19010048,5
2734,19010050,7
2735,19010051,23
2736,19010052,23
2737,19010052,13
2738,19010052,7
2739,19010053,7
2740,19010053,3
2741,19010053,8
2742,19010054,16
2743,19010054,1
2744,19010056,13
2745,19010057,19
2746,19010057,18
2747,19010058,2
2748,19010059,8
2749,19010059,0
2750,19010063,9
2751,19010063,22
2752,19010066,11
2753,19010066,21
2754,19010066,14
2755,19010067,5
2756,19010067,11
2757,19010067,14
2758,19010068,20
2759,19010068,4
2760,19010069,17
2761,19010069,3
2762,19010069,12
2763,19010072,16
2764,19010072,23
2765,19010075,20
2766,19010076,4
2767,19010077,19
2768,19010078,4
2769,19010078,12
2770,19010078,16
2771,19010078,4
2772,19010078,12
2773,19010078,16
2774,19010079,23
2775,19010081,14
2776,19010081,7
2777,19010081,3
2778,19010083,21
2779,19010083,9
2780,19010083,2
2781,19010084,3
2782,19010085,19
2783,19010085,10
2784,19010085,9
2785,19010087,18
2786,19010087,16
2787,19010088,7
2788,19010088,19
2789,19010088,8
2790,19010089,2
2791,19010089,21
2792,19010089,20
2793,19010090,23
2794,19010093,12
2795,19010094,8
2796,19010094,19
2797,19010095,16
2798,19010096,19
2799,19010100,14
2800,19010100,10
2801,19010101,11
2802,19010102,22
2803,19010102,11
2804,19010102,23
2805,19010105,12
2806,19010105,5
2807,19010106,16
2808,19010106,19
2809,19010107,7
2810,19010107,1
2811,19010108,4
2812,19010108,20
2813,19010110,20
2814,19010110,0
2815,19010111,23
2816,19010111,10
2817,19010113,9
2818,19010114,10
2819,19010114,15
2820,19010114,1
2821,19010115,11
2822,19010118,18
2823,19010120,13
2824,19010122,14
2825,19010122,16
2826,19010122,20
2827,19010123,22
2828,19010124,17
2829,19010124,3
2830,19010125,16
2831,19010125,15
2832,19010125,14
2833,19010127,5
2834,19010127,8
2835,19010127,3
2836,19010128,21
2837,19010129,8
2838,19010129,13
2839,19010130,3
2840,19010130,22
2841,19010130,16
2842,19010131,2
2843,19010131,4
2844,19010132,8
2845,19010134,14
2846,19010134,13
2847,19010134,3
2848,19010135,6
2849,19010135,4
2850,19010136,6
2851,19010136,18
2852,19010136,4
2853,19010137,22
2854,19010137,17
2855,19010137,4
2856,19010140,1
2857,19010140,20
2858,19010140,6
2859,19010141,1
2860,19010141,13
2861,19010141,22
2862,19010142,1
2863,19010142,0
2864,19010144,16
2865,19010144,5
2866,19010145,16
2867,19010146,16
2868,19010146,12
2869,19010149,1
2870,19010149,4
2871,19010149,23
2872,19010150,5
2873,19010150,6
2874,19010150,15
2875,19010151,2
2876,19010151,19
2877,19010152,23
2878,19010152,9
2879,19010152,3
2880,19010155,7
2881,19010155,22
2882,19010155,16
2883,19010158,18
2884,19010158,23
2885,19010160,20
2886,19010160,17
2887,19010160,14
2888,19010161,10
2889,19010162,17
2890,19010162,3
2891,19010162,11
2892,19010164,18
2893,19010164,1
2894,19010164,12
2895,19010165,3
2896,19010167,8
2897,19010167,22
2898,19010168,8
2899,19010168,2
2900,19010168,1
2901,19010169,3
2902,19010169,0
2903,19010169,14
2904,19010170,7
2905,19010170,20
2906,19010170,3
2907,19010171,3
2908,19010171,13
2909,19010173,8
2910,19010174,3
2911,19010174,6
2912,19010176,8
2913,19010176,20
2914,19010177,9
2915,19010179,3
2916,19010179,4
2917,19010179,7
2918,19010181,0
2919,19010182,18
2920,19010183,6
2921,19010184,14
2922,19010184,8
2923,19010184,17
2924,19010185,15
2925,19010185,9
2926,19010186,17
2927,19010187,19
2928,19010189,19
2929,19010189,13
2930,19010190,14
2931,19010192,19
2932,19010193,23
2933,19010193,6
2934,19010194,6
2935,19010195,22
2936,19010195,5
2937,19010197,3
2938,19010199,13
2939,19010199,23
2940,19010199,22
2941,19010201,3
2942,19010201,4
2943,19010202,18
2944,19010202,11
2945,19010202,15
2946,19010205,11
2947,19010205,4
2948,19010206,10
2949,19010206,23
2950,19010208,6
2951,19010208,18
2952,19010208,21
2953,19010209,13
2954,19010209,0
2955,19010209,2
2956,19010210,2
2957,19010210,11
2958,19010213,11
2959,19010214,21
2960,19010214,12
2961,19010214,17
2962,19010215,0
2963,19010215,14
2964,19010215,19
2965,19010217,19
2966,19010217,17
2967,19010218,11
2968,19010218,19
2969,19010222,12
2970,19010222,1
2971,19010222,11
2972,19010223,11
2973,19010223,6
2974,19010225,15
2975,19010225,1
2976,19010228,18
2977,19010229,14
2978,19010229,8
2979,19010229,17
2980,19010230,11
2981,19010230,1
2982,19010232,23
2983,19010232,5
2984,19010234,0
2985,19010234,18
2986,19010234,12
2987,19010235,11
2988,19010235,18
2989,19010238,4
2990,19010239,23
2991,19010240,0
2992,19010240,6
2993,19010240,10
2994,19010241,3
2995,19010241,0
2996,19010245,23
2997,19010245,3
2998,19010246,4
2999,19010248,10
3000,19010249,2
3001,19010249,3
3002,19010250,12
3003,19010250,14
3004,19010251,13
3005,19010251,15
3006,19010252,5
3007,19010252,13
3008,19010252,9
3009,19010253,0
3010,19010253,3
3011,19010255,6
3012,19010255,19
3013,19010257,17
3014,19010257,23
3015,19010257,14
3016,19010258,23
3017,19010260,16
3018,19010260,19
3019,19010260,12
3020,19010260,16
3021,19010260,19
3022,19010260,12
3023,19010263,21
3024,19010264,8
3025,19010264,7
3026,19010264,15
3027,19010265,5
3028,19010266,22
3029,19010271,0
3030,19010271,17
3031,19010271,6
3032,19010273,14
3033,19010273,4
3034,19010273,16
3035,19010274,19
3036,19010274,5
3037,19010275,3
3038,19010275,22
3039,19010275,19
3040,19010276,6
3041,19010277,13
3042,19010279,15
3043,19010279,1
3044,19010279,17
3045,19010280,4
3046,19010281,19
3047,19010286,1
3048,19010286,18
3049,19010286,14
3050,19010287,8
3051,19010287,5
3052,19010287,14
3053,19010288,9
3054,19010289,19
3055,19010289,1
3056,19010292,21
3057,19010292,7
3058,19010293,18
3059,19010293,4
3060,19010295,3
3061,19010295,10
3062,19010296,9
3063,19010296,18
3064,19010296,1
3065,19010298,15
3066,19010298,21
3067,19010298,11
3068,19010299,7
3069,19010299,3
3070,19010299,8
3071,19010300,9
3072,19010300,19
3073,19010300,12
3074,19010301,12
3075,19010301,11
3076,19010302,14
3077,19010302,17
3078,19010303,14
3079,19010304,14
3080,19010305,2
3081,19010305,0
3082,19010306,21
3083,19010308,13
3084,19010308,23
3085,19010308,1
3086,19010309,10
3087,19010309,4
3088,19010310,6
3089,19010310,8
3090,19010311,0
3091,19010311,2
3092,19010311,14
3093,19010312,15
3094,19010315,14
3095,19010315,18
3096,19010315,3
3097,19010316,22
3098,19010316,4
3099,19010317,22
3100,19010318,14
3101,19010319,22
3102,19010321,19
3103,19010321,8
3104,19010322,6
3105,19010323,1
3106,19010324,16
3107,19010328,20
3108,19010328,2
3109,19010328,14
3110,19010329,0
3111,19010329,16
3112,19010330,11
3113,19010331,5
3114,19010331,6
3115,19010332,4
3116,19010332,3
3117,19010332,9
3118,19010334,12
3119,19010335,14
3120,19010335,14
3121,19010336,10
3122,19010336,12
3123,19010336,18
3124,19010338,21
3125,19010338,6
3126,19010339,0
3127,19010339,13
3128,19010340,15
3129,19010340,17
3130,19010341,0
3131,19010341,7
3132,19010345,3
3133,19010347,0
3134,19010347,2
3135,19010347,20
3136,19010348,20
3137,19010348,22
3138,19010349,9
3139,19010350,12
3140,19010350,18
3141,19010351,21
3142,19030000,13
3143,19030001,13
3144,19030002,5
3145,19030002,9
3146,19030002,11
3147,19030008,16
3148,19030009,4
3149,19030010,18
3150,19030012,4
3151,19030016,22
3152,19030018,20
3153,19030018,16
3154,19030018,2
3155,19030019,7
3156,19030019,5
3157,19030019,7
3158,19030019,5
3159,19030020,21
3160,19030020,2
3161,19030021,23
3162,19030021,19
3163,19030022,11
3164,19030022,3
3165,19030022,0
3166,19030023,10
3167,19030023,1
3168,19030023,9
3169,19030024,20
3170,19030024,12
3171,19030025,6
3172,19030026,1
3173,19030026,10
3174,19030026,20
3175,19030027,3
3176,19030029,1
3177,19030029,21
3178,19030030,4
3179,19030030,12
3180,19030032,0
3181,19030032,17
3182,19030032,15
3183,19030033,14
3184,19030034,20
3185,19030035,23
3186,19030035,6
3187,19030035,12
3188,19030036,7
3189,19030036,11
3190,19030037,18
3191,19030037,15
3192,19030038,14
3193,19030038,6
3194,19030038,11
3195,19030040,9
3196,19030040,10
3197,19030040,17
3198,19030043,15
3199,19030044,14
3200,19030044,20
3201,19030045,5
3202,19030047,21
3203,19030047,19
3204,19030047,2
3205,19030048,3
3206,19030049,18
3207,19030049,13
3208,19030049,21
3209,19030050,9
3210,19030050,6
3211,19030051,7
3212,19030051,15
3213,19030051,20
3214,19030052,18
3215,19030053,10
3216,19030053,5
