,applicant_id,language_name,scores
434,19070192,3,4
435,19070193,4,3
435,19070193,1,3
435,19070193,6,1
435,19070193,7,4
435,19070193,8,3
435,19070193,5,2
436,19070194,0,1
436,19070194,5,6
437,19070195,7,5
438,19070196,0,1
438,19070196,6,3
438,19070196,3,3
439,19070197,4,4
439,19070197,0,4
439,19070197,1,5
439,19070197,7,2
439,19070197,3,4
440,19070198,4,1
440,19070198,2,1
440,19070198,7,5
440,19070198,3,5
441,19070199,4,4
441,19070199,8,2
442,19070200,0,1
442,19070200,6,3
442,19070200,7,9
442,19070200,8,1
443,19070201,0,1
443,19070201,8,3
444,19070202,6,1
444,19070202,7,8
444,19070202,5,4
444,19070202,3,3
445,19070203,4,2
445,19070203,0,2
445,19070203,2,5
445,19070203,8,1
445,19070203,3,2
446,19070204,6,4
446,19070204,3,1
447,19070207,7,3
447,19070207,8,1
448,19070208,4,2
448,19070208,0,3
448,19070208,6,3
448,19070208,2,6
448,19070208,8,2
449,19070209,0,2
449,19070209,1,4
449,19070209,6,2
449,19070209,8,2
450,19070210,1,1
450,19070210,8,3
451,19070211,4,4
451,19070211,0,3
451,19070211,1,1
451,19070211,2,5
451,19070211,8,4
451,19070211,5,4
452,19070212,2,2
452,19070212,7,3
452,19070212,5,3
453,19070213,0,3
453,19070213,1,1
453,19070213,8,2
453,19070213,3,2
454,19070215,2,2
454,19070215,8,1
455,19070216,4,2
455,19070216,2,2
456,19070217,2,1
456,19070217,8,2
456,19070217,5,5
457,19070219,4,3
457,19070219,1,3
457,19070219,6,3
457,19070219,2,1
458,19070220,1,1
458,19070220,7,1
458,19070220,8,4
459,19070221,4,4
459,19070221,0,1
459,19070221,1,2
459,19070221,8,1
459,19070221,5,4
460,19070222,0,2
460,19070222,5,5
460,19070222,3,6
461,19070225,4,8
461,19070225,0,1
461,19070225,1,5
461,19070225,6,1
462,19070228,3,3
463,19070229,4,2
463,19070229,1,5
464,19070231,4,6
464,19070231,2,2
464,19070231,7,3
464,19070231,8,3
465,19070233,0,1
465,19070233,6,4
465,19070233,7,3
465,19070233,5,2
466,19070233,0,1
466,19070233,6,4
466,19070233,7,3
466,19070233,5,2
467,19070234,4,2
467,19070234,2,2
467,19070234,7,1
467,19070234,8,6
468,19070235,4,2
468,19070235,5,4
469,19070236,2,1
470,19070237,0,5
470,19070237,8,1
470,19070237,3,2
471,19070238,1,6
471,19070238,2,2
471,19070238,5,3
472,19070241,4,7
472,19070241,6,3
472,19070241,2,4
472,19070241,7,4
472,19070241,8,5
472,19070241,5,3
473,19070242,4,1
473,19070242,0,1
473,19070242,2,1
473,19070242,8,2
473,19070242,3,3
474,19070245,4,6
474,19070245,2,1
474,19070245,7,5
474,19070245,8,3
475,19070248,1,4
475,19070248,5,5
476,19070251,4,2
476,19070251,6,4
476,19070251,8,1
476,19070251,3,3
477,19070252,1,3
477,19070252,8,3
477,19070252,3,2
478,19070254,1,3
478,19070254,6,3
479,19070255,4,1
479,19070255,1,3
480,19070256,4,4
480,19070256,2,3
480,19070256,8,1
481,19070257,6,4
481,19070257,7,5
481,19070257,5,1
482,19070258,2,4
482,19070258,8,1
482,19070258,5,3
483,19070259,4,3
483,19070259,1,2
483,19070259,6,4
483,19070259,7,1
484,19070262,6,1
484,19070262,2,2
484,19070262,3,2
485,19070263,0,7
485,19070263,1,1
485,19070263,6,6
486,19070264,6,4
486,19070264,2,1
486,19070264,8,2
486,19070264,5,4
486,19070264,3,1
487,19070265,,0
488,19070266,2,4
489,19070267,4,3
489,19070267,1,1
489,19070267,6,5
489,19070267,8,1
490,19070268,4,5
490,19070268,1,6
490,19070268,2,1
490,19070268,8,1
491,19070269,,0
492,19070270,2,8
492,19070270,3,5
493,19070272,0,6
493,19070272,1,2
493,19070272,6,3
493,19070272,8,3
493,19070272,5,3
494,19070274,6,2
494,19070274,2,3
495,19070275,4,4
496,19070276,0,3
496,19070276,6,3
496,19070276,2,3
496,19070276,7,2
496,19070276,8,3
497,19070277,4,3
497,19070277,1,1
498,19070278,2,1
499,19070281,5,4
500,19070282,2,1
500,19070282,5,1
501,19070284,2,7
501,19070284,8,1
501,19070284,5,3
502,19070286,1,2
503,19070287,2,3
503,19070287,5,1
504,19070288,0,1
504,19070288,1,3
504,19070288,6,6
504,19070288,8,1
504,19070288,3,6
505,19070289,,0
506,19070291,0,2
506,19070291,6,4
506,19070291,8,5
507,19070292,7,3
508,19070293,3,1
509,19070295,4,3
509,19070295,5,4
509,19070295,3,6
510,19070296,0,3
510,19070296,2,2
510,19070296,7,7
510,19070296,5,2
511,19070299,6,5
511,19070299,8,2
512,19070301,2,4
512,19070301,7,2
512,19070301,3,3
513,19070306,5,2
513,19070306,3,5
514,19070307,4,7
514,19070307,1,4
514,19070307,5,3
514,19070307,3,2
515,19070308,4,4
515,19070308,0,2
515,19070308,1,4
515,19070308,2,2
515,19070308,8,1
516,19070310,4,7
516,19070310,0,2
516,19070310,6,1
516,19070310,5,2
516,19070310,3,5
517,19070312,4,3
517,19070312,6,5
517,19070312,5,2
517,19070312,3,3
518,19070313,0,1
518,19070313,6,6
518,19070313,2,4
518,19070313,8,3
519,19070314,0,1
519,19070314,7,5
519,19070314,5,3
519,19070314,3,4
520,19070316,1,1
520,19070316,8,2
521,19070317,4,6
521,19070317,1,2
521,19070317,8,1
522,19070319,1,4
522,19070319,8,1
522,19070319,3,2
523,19070320,1,1
523,19070320,3,1
524,19070321,1,3
524,19070321,3,3
525,19070324,4,3
525,19070324,5,6
526,19070325,0,2
526,19070325,6,6
526,19070325,3,5
527,19070326,4,2
527,19070326,6,2
528,19070327,8,3
529,19070328,4,1
529,19070328,5,3
530,19070331,0,5
530,19070331,1,2
530,19070331,2,3
530,19070331,5,1
531,19070332,6,5
531,19070332,8,1
531,19070332,3,2
532,19070334,2,4
532,19070334,5,4
533,19070335,1,2
533,19070335,6,4
533,19070335,2,1
534,19070337,4,1
534,19070337,0,1
534,19070337,1,3
534,19070337,2,5
534,19070337,8,2
535,19070338,4,4
535,19070338,0,4
535,19070338,1,2
535,19070338,6,4
535,19070338,3,1
536,19070341,4,3
537,19070342,4,3
537,19070342,1,2
537,19070342,6,4
537,19070342,2,4
537,19070342,7,3
537,19070342,8,2
537,19070342,3,3
538,19070343,4,4
538,19070343,0,2
538,19070343,7,2
538,19070343,5,2
539,19070344,4,3
539,19070344,1,1
539,19070344,6,3
539,19070344,8,1
540,19070345,1,1
541,19070346,1,4
541,19070346,6,3
541,19070346,5,4
542,19070347,6,4
542,19070347,2,2
542,19070347,8,1
542,19070347,5,3
542,19070347,3,3
543,19070349,2,5
543,19070349,5,1
544,19070351,1,2
544,19070351,7,3
544,19070351,5,4
545,19070354,1,1
545,19070354,2,4
546,19070360,1,3
546,19070360,8,1
546,19070360,3,2
547,19070363,4,1
547,19070363,0,1
547,19070363,1,4
547,19070363,5,4
548,19070364,4,3
548,19070364,2,1
549,19070365,4,2
549,19070365,6,2
549,19070365,7,4
549,19070365,8,1
549,19070365,5,4
550,19070367,0,3
551,19070368,1,4
552,19070369,4,2
552,19070369,1,4
552,19070369,6,3
552,19070369,7,2
553,19070370,4,1
553,19070370,0,2
553,19070370,1,5
553,19070370,6,3
554,19070371,6,3
554,19070371,5,6
554,19070371,3,2
555,19070373,6,2
555,19070373,7,5
555,19070373,8,1
556,19070375,6,4
556,19070375,8,1
557,19070376,4,1
557,19070376,5,3
558,19070377,0,6
558,19070377,1,2
558,19070377,6,3
558,19070377,2,2
558,19070377,8,1
558,19070377,5,4
559,19070378,0,3
559,19070378,1,2
559,19070378,8,2
559,19070378,5,4
560,19070380,0,2
560,19070380,6,3
560,19070380,2,2
560,19070380,5,3
561,19070382,1,4
561,19070382,8,2
561,19070382,5,1
561,19070382,3,2
562,19070384,0,3
562,19070384,6,7
562,19070384,2,3
563,19070385,4,5
563,19070385,0,6
563,19070385,2,2
563,19070385,8,3
564,19070387,1,1
564,19070387,6,2
564,19070387,2,3
564,19070387,8,1
565,19070388,4,1
565,19070388,0,2
565,19070388,1,4
565,19070388,6,5
565,19070388,2,4
565,19070388,5,7
566,19070389,4,2
566,19070389,0,4
566,19070389,1,1
566,19070389,6,1
566,19070389,2,5
566,19070389,7,1
566,19070389,3,2
567,19070390,0,3
567,19070390,2,2
567,19070390,3,7
568,19070391,0,3
568,19070391,1,2
568,19070391,7,4
569,19070392,0,3
569,19070392,8,2
569,19070392,5,4
570,19070393,1,2
570,19070393,5,5
571,19070394,4,2
571,19070394,1,2
571,19070394,5,1
571,19070394,3,3
572,19070395,4,2
572,19070395,8,3
572,19070395,5,1
572,19070395,3,2
573,19070396,7,1
574,19070398,4,1
574,19070398,0,5
574,19070398,7,1
575,19070400,0,3
575,19070400,6,3
575,19070400,2,1
575,19070400,7,3
576,19070401,6,1
576,19070401,2,1
576,19070401,7,1
577,19070402,6,4
577,19070402,7,6
577,19070402,8,2
577,19070402,5,1
578,19070403,6,2
578,19070403,3,1
579,19070404,0,2
579,19070404,5,2
580,19070405,,0
581,19070407,4,1
582,19070410,0,3
582,19070410,2,2
583,19070411,1,1
583,19070411,6,3
584,19070413,7,4
584,19070413,8,1
584,19070413,3,2
585,19070414,2,5
586,19070415,4,3
586,19070415,6,2
586,19070415,2,4
586,19070415,5,6
587,19070416,6,4
587,19070416,7,5
588,19070417,,0
589,19070418,7,5
589,19070418,5,2
590,19070419,1,3
590,19070419,3,1
591,19070420,6,3
592,19070421,0,5
592,19070421,3,2
593,19070422,4,2
593,19070422,0,6
593,19070422,2,1
593,19070422,7,7
593,19070422,8,2
594,19070424,7,1
595,19070426,0,4
595,19070426,1,4
595,19070426,5,3
595,19070426,3,2
596,19070429,4,3
596,19070429,1,2
596,19070429,2,2
596,19070429,7,7
596,19070429,5,2
596,19070429,3,3
597,19070430,4,7
598,19070434,1,4
598,19070434,6,2
598,19070434,8,3
598,19070434,3,4
599,19070435,0,6
599,19070435,1,2
599,19070435,7,2
599,19070435,3,7
600,19070436,0,1
600,19070436,1,2
600,19070436,2,3
600,19070436,7,3
600,19070436,3,2
601,19070437,1,3
601,19070437,3,4
602,19070438,4,1
602,19070438,6,2
602,19070438,8,3
602,19070438,5,2
603,19070439,2,2
603,19070439,7,5
603,19070439,3,1
604,19070440,4,6
604,19070440,1,8
604,19070440,6,2
604,19070440,2,2
604,19070440,7,3
604,19070440,5,3
605,19070443,4,2
605,19070443,1,5
605,19070443,2,3
605,19070443,5,1
606,19070444,,0
607,19070445,4,1
607,19070445,1,3
607,19070445,6,1
607,19070445,5,5
607,19070445,3,1
608,19070447,4,4
608,19070447,0,3
608,19070447,1,5
608,19070447,7,5
608,19070447,8,2
608,19070447,5,3
609,19070449,0,2
609,19070449,2,1
609,19070449,7,3
610,19070451,0,3
610,19070451,2,4
610,19070451,7,2
610,19070451,3,1
611,19070452,4,4
611,19070452,6,1
612,19070454,4,3
612,19070454,0,2
612,19070454,6,3
612,19070454,2,5
612,19070454,3,2
613,19070455,4,3
613,19070455,0,4
613,19070455,1,2
613,19070455,8,2
613,19070455,5,3
614,19070456,4,3
614,19070456,1,1
615,19070457,0,5
615,19070457,1,5
615,19070457,2,4
615,19070457,3,1
616,19070460,6,2
616,19070460,2,3
616,19070460,8,2
617,19060000,0,1
617,19060000,1,1
617,19060000,6,1
617,19060000,2,1
617,19060000,7,3
617,19060000,8,1
617,19060000,3,5
618,19060001,1,5
618,19060001,2,5
619,19060002,4,2
619,19060002,6,3
619,19060002,5,4
619,19060002,3,5
620,19060003,0,1
620,19060003,6,1
621,19060004,0,2
621,19060004,6,6
621,19060004,2,5
621,19060004,7,7
621,19060004,8,1
622,19060005,4,2
622,19060005,1,4
622,19060005,7,6
622,19060005,3,3
623,19060006,0,2
623,19060006,7,3
623,19060006,5,6
624,19060008,4,2
624,19060008,2,2
624,19060008,7,3
624,19060008,5,2
625,19060009,7,1
626,19060011,4,3
626,19060011,0,2
626,19060011,6,3
626,19060011,5,5
627,19060015,4,4
627,19060015,0,2
627,19060015,1,3
627,19060015,6,1
628,19060016,1,6
628,19060016,6,2
628,19060016,7,1
628,19060016,8,1
629,19060017,4,5
629,19060017,1,2
629,19060017,7,2
629,19060017,8,3
630,19060018,4,5
630,19060018,6,1
630,19060018,2,2
630,19060018,7,3
630,19060018,5,6
630,19060018,3,1
631,19060019,6,5
631,19060019,8,2
632,19060020,0,3
632,19060020,2,3
632,19060020,7,3
632,19060020,8,2
632,19060020,5,3
632,19060020,3,1
633,19060021,4,2
633,19060021,2,2
633,19060021,8,3
633,19060021,3,2
634,19060022,7,3
634,19060022,3,3
635,19060023,7,3
635,19060023,8,1
636,19060024,0,1
636,19060024,6,5
636,19060024,7,3
636,19060024,8,3
637,19060028,0,6
637,19060028,5,1
637,19060028,3,1
638,19060029,6,2
639,19060030,4,1
639,19060030,0,2
639,19060030,1,3
639,19060030,8,1
640,19060032,4,2
640,19060032,0,3
640,19060032,2,4
640,19060032,3,1
641,19060034,1,3
641,19060034,5,5
642,19060036,4,2
642,19060036,0,1
642,19060036,1,2
642,19060036,3,4
643,19060037,2,1
643,19060037,7,8
644,19060038,7,2
644,19060038,8,2
644,19060038,5,5
644,19060038,3,4
645,19060039,0,3
645,19060039,1,4
645,19060039,6,5
645,19060039,7,2
645,19060039,8,5
645,19060039,3,4
646,19060040,4,1
646,19060040,1,3
647,19060041,4,4
648,19060042,1,3
648,19060042,6,3
649,19060043,0,1
650,19060044,6,1
650,19060044,2,3
650,19060044,7,1
651,19060045,6,3
651,19060045,2,2
652,19060046,4,5
652,19060046,1,4
652,19060046,2,2
652,19060046,7,1
652,19060046,8,3
653,19060047,4,1
653,19060047,1,2
653,19060047,6,4
653,19060047,7,2
653,19060047,5,2
654,19060051,0,3
654,19060051,1,4
654,19060051,7,3
654,19060051,8,2
655,19060054,1,5
655,19060054,2,3
656,19060055,0,3
656,19060055,1,2
656,19060055,7,2
656,19060055,8,1
656,19060055,5,3
657,19060056,7,3
658,19060057,4,4
658,19060057,0,4
658,19060057,2,4
658,19060057,7,2
658,19060057,8,1
659,19060059,1,1
659,19060059,5,3
660,19060060,4,4
660,19060060,0,3
660,19060060,2,4
660,19060060,5,1
661,19060061,4,4
661,19060061,1,2
661,19060061,6,3
661,19060061,2,1
661,19060061,8,2
661,19060061,5,3
662,19060064,4,2
662,19060064,1,7
662,19060064,6,7
662,19060064,3,1
663,19060066,4,2
663,19060066,0,5
663,19060066,7,5
663,19060066,8,2
664,19060068,4,1
664,19060068,0,2
664,19060068,8,3
665,19060069,8,4
665,19060069,5,5
665,19060069,3,5
666,19060070,4,2
666,19060070,5,2
667,19060071,4,1
667,19060071,6,2
667,19060071,2,5
668,19060072,0,5
668,19060072,7,1
669,19060073,3,1
670,19060075,1,2
670,19060075,2,3
670,19060075,5,3
671,19060078,4,3
671,19060078,0,5
671,19060078,1,9
671,19060078,2,3
671,19060078,8,2
672,19060079,4,3
672,19060079,2,4
672,19060079,8,4
672,19060079,5,2
673,19060080,0,2
673,19060080,1,2
673,19060080,7,2
674,19060081,4,4
674,19060081,1,2
674,19060081,8,3
674,19060081,3,3
675,19060082,0,4
676,19060083,4,1
676,19060083,1,4
676,19060083,6,2
676,19060083,8,1
677,19060084,0,3
677,19060084,1,3
677,19060084,2,1
677,19060084,7,1
677,19060084,8,3
678,19060085,2,2
678,19060085,3,3
679,19060086,1,1
679,19060086,8,2
679,19060086,5,2
680,19060087,0,5
680,19060087,6,1
680,19060087,2,1
680,19060087,3,2
681,19060089,4,3
681,19060089,5,1
681,19060089,3,2
682,19060090,1,6
682,19060090,6,4
682,19060090,5,3
682,19060090,3,5
683,19060091,0,3
683,19060091,5,2
684,19060094,1,1
684,19060094,6,1
684,19060094,7,3
684,19060094,5,3
685,19060096,4,2
685,19060096,2,4
685,19060096,7,4
685,19060096,5,1
686,19060097,1,4
687,19060099,0,4
687,19060099,6,3
688,19060100,6,1
688,19060100,8,5
689,19060103,6,1
689,19060103,5,1
689,19060103,3,1
690,19060104,0,5
690,19060104,7,2
690,19060104,8,1
690,19060104,5,5
691,19060105,0,3
691,19060105,6,3
691,19060105,8,4
692,19060106,0,2
692,19060106,2,5
692,19060106,3,2
693,19060107,0,4
693,19060107,6,2
693,19060107,8,1
693,19060107,3,1
694,19060109,1,2
694,19060109,7,2
694,19060109,8,1
694,19060109,3,2
695,19060113,0,4
695,19060113,1,3
695,19060113,6,1
695,19060113,8,4
695,19060113,3,2
696,19060114,4,1
696,19060114,1,2
696,19060114,6,5
696,19060114,2,2
697,19060115,0,6
697,19060115,3,1
698,19060117,0,5
698,19060117,1,2
699,19060118,7,4
700,19060118,7,4
701,19060119,4,4
701,19060119,0,3
701,19060119,1,3
701,19060119,6,1
701,19060119,2,2
701,19060119,8,1
701,19060119,5,4
701,19060119,3,2
702,19060120,1,1
702,19060120,7,3
702,19060120,5,2
702,19060120,3,4
703,19060121,0,1
703,19060121,1,1
703,19060121,6,1
703,19060121,7,6
703,19060121,5,7
704,19060123,1,2
704,19060123,6,2
704,19060123,2,6
704,19060123,8,1
705,19060125,4,4
705,19060125,0,3
705,19060125,2,2
705,19060125,7,4
705,19060125,5,7
706,19060126,4,4
706,19060126,1,2
706,19060126,8,2
706,19060126,5,1
707,19060127,0,6
707,19060127,7,1
708,19060128,0,2
708,19060128,1,1
708,19060128,8,4
708,19060128,5,4
708,19060128,3,4
709,19060129,1,4
709,19060129,8,2
709,19060129,5,6
710,19060130,4,5
710,19060130,0,1
710,19060130,1,3
710,19060130,6,5
710,19060130,8,1
710,19060130,3,2
711,19060131,4,3
711,19060131,6,5
711,19060131,2,2
711,19060131,7,3
711,19060131,5,2
711,19060131,3,1
712,19060132,6,5
712,19060132,2,4
712,19060132,5,4
712,19060132,3,2
713,19060133,4,1
713,19060133,8,1
714,19060141,6,4
714,19060141,7,1
714,19060141,8,2
715,19060143,2,5
715,19060143,8,1
715,19060143,5,4
716,19060145,0,1
716,19060145,6,3
716,19060145,5,1
717,19060146,1,4
717,19060146,6,5
717,19060146,5,3
718,19060151,2,2
718,19060151,7,1
719,19060152,0,3
719,19060152,1,3
719,19060152,6,4
719,19060152,7,5
719,19060152,3,8
720,19060153,0,1
720,19060153,1,6
720,19060153,6,6
720,19060153,8,4
721,19060157,0,6
721,19060157,6,2
721,19060157,3,7
722,19060158,4,2
722,19060158,0,1
722,19060158,3,3
723,19060159,4,2
723,19060159,1,3
724,19060162,6,2
724,19060162,3,3
725,19060164,7,4
725,19060164,8,4
726,19060166,4,2
726,19060166,1,2
727,19060167,0,3
728,19060168,6,6
729,19060171,4,4
729,19060171,0,2
729,19060171,1,6
729,19060171,6,2
729,19060171,8,4
730,19060174,7,4
730,19060174,5,4
730,19060174,3,3
731,19060175,1,3
731,19060175,7,6
731,19060175,8,5
732,19060176,1,2
732,19060176,6,8
732,19060176,7,4
733,19060177,6,3
733,19060177,2,7
733,19060177,8,3
733,19060177,3,3
734,19060178,4,2
734,19060178,2,2
734,19060178,3,2
735,19060179,1,2
736,19060180,4,4
736,19060180,0,3
736,19060180,2,4
736,19060180,7,2
736,19060180,5,4
737,19060182,8,1
738,19060183,4,5
738,19060183,0,2
739,19060186,0,2
739,19060186,1,8
739,19060186,7,2
739,19060186,8,1
740,19060187,4,3
740,19060187,1,1
740,19060187,2,4
740,19060187,3,2
741,19060189,4,6
741,19060189,1,5
741,19060189,2,1
741,19060189,5,6
742,19060191,1,3
742,19060191,2,4
742,19060191,5,3
742,19060191,3,6
743,19060192,6,3
743,19060192,2,2
743,19060192,7,2
743,19060192,3,1
744,19060194,4,5
744,19060194,6,3
745,19060196,4,4
745,19060196,2,1
745,19060196,5,4
746,19060198,8,1
746,19060198,5,3
747,19060203,4,1
747,19060203,0,3
747,19060203,1,4
747,19060203,6,1
747,19060203,7,1
748,19060204,0,1
748,19060204,6,2
748,19060204,8,2
749,19060205,1,2
749,19060205,6,6
750,19060207,4,5
750,19060207,7,5
750,19060207,8,3
751,19060208,5,7
752,19060209,4,2
752,19060209,0,3
752,19060209,6,6
752,19060209,5,4
753,19060212,4,5
753,19060212,1,4
753,19060212,7,1
753,19060212,5,4
753,19060212,3,2
754,19060215,4,3
754,19060215,0,2
754,19060215,1,3
754,19060215,8,2
755,19060216,0,1
755,19060216,2,3
756,19060217,2,2
756,19060217,8,1
756,19060217,5,6
757,19060218,4,3
757,19060218,0,5
757,19060218,1,5
757,19060218,6,4
757,19060218,2,3
757,19060218,3,2
758,19060219,4,4
758,19060219,0,4
758,19060219,5,4
758,19060219,3,8
759,19060220,4,5
759,19060220,0,7
759,19060220,2,2
760,19060222,0,4
760,19060222,1,3
760,19060222,2,1
760,19060222,7,2
761,19060223,4,4
761,19060223,6,1
761,19060223,7,2
761,19060223,8,2
761,19060223,3,4
762,19060224,2,3
762,19060224,5,3
762,19060224,3,2
763,19060225,0,3
763,19060225,1,1
763,19060225,2,5
763,19060225,7,3
763,19060225,5,3
763,19060225,3,3
764,19060226,4,2
764,19060226,0,3
764,19060226,8,2
764,19060226,5,1
765,19060228,7,2
765,19060228,5,1
766,19060230,1,3
766,19060230,7,6
766,19060230,8,2
767,19060231,2,7
768,19060232,1,5
768,19060232,2,4
768,19060232,7,5
768,19060232,3,3
769,19060233,0,2
769,19060233,6,4
769,19060233,7,1
769,19060233,5,5
769,19060233,3,2
770,19060234,1,3
770,19060234,6,1
770,19060234,2,1
770,19060234,5,4
771,19060238,4,1
771,19060238,6,2
771,19060238,2,2
771,19060238,7,3
771,19060238,5,3
771,19060238,3,2
772,19060239,4,1
772,19060239,1,3
772,19060239,6,4
772,19060239,5,6
773,19060240,6,2
773,19060240,2,4
773,19060240,3,2
774,19060241,,0
775,19060242,4,3
775,19060242,2,4
775,19060242,7,1
776,19060242,4,3
776,19060242,2,4
776,19060242,7,1
777,19060244,5,5
777,19060244,3,3
778,19060245,4,3
779,19060246,4,1
779,19060246,0,4
779,19060246,6,5
779,19060246,2,4
779,19060246,5,2
780,19060249,4,5
780,19060249,6,5
780,19060249,2,2
780,19060249,5,1
780,19060249,3,3
781,19060251,4,5
781,19060251,1,2
781,19060251,2,1
782,19060253,6,2
782,19060253,7,3
782,19060253,3,5
783,19060255,6,2
783,19060255,2,1
783,19060255,8,1
783,19060255,5,4
784,19060256,0,4
784,19060256,6,2
784,19060256,8,3
785,19060261,1,1
785,19060261,6,2
786,19060262,1,1
786,19060262,6,3
786,19060262,2,4
786,19060262,7,4
787,19060263,6,3
787,19060263,5,2
788,19060264,0,2
788,19060264,7,3
788,19060264,8,1
788,19060264,3,3
789,19060265,,0
790,19060266,4,2
790,19060266,0,1
790,19060266,8,4
790,19060266,5,2
791,19060267,4,7
791,19060267,1,4
791,19060267,6,2
791,19060267,2,1
791,19060267,3,5
792,19060273,0,2
792,19060273,1,6
792,19060273,6,1
793,19060274,4,3
793,19060274,6,3
794,19060278,0,2
794,19060278,7,1
795,19060279,7,2
795,19060279,8,4
795,19060279,3,6
796,19060280,4,4
796,19060280,0,7
796,19060280,1,2
796,19060280,2,1
796,19060280,7,8
796,19060280,5,1
796,19060280,3,3
797,19060281,0,3
797,19060281,2,3
797,19060281,8,3
797,19060281,5,4
798,19060282,4,5
798,19060282,0,2
798,19060282,1,7
799,19060283,4,3
799,19060283,1,1
799,19060283,7,4
800,19060284,4,2
800,19060284,0,6
800,19060284,1,1
800,19060284,6,3
800,19060284,2,3
800,19060284,7,2
800,19060284,5,1
800,19060284,3,3
801,19060286,6,2
802,19060287,1,5
802,19060287,2,1
802,19060287,8,1
803,19060289,4,1
803,19060289,5,1
803,19060289,3,1
804,19060291,4,6
804,19060291,0,2
804,19060291,2,3
804,19060291,7,3
804,19060291,5,3
805,19060292,0,1
806,19060293,0,5
806,19060293,6,2
806,19060293,3,2
807,19060294,0,3
807,19060294,2,3
807,19060294,7,2
807,19060294,5,1
807,19060294,3,5
808,19060295,4,1
808,19060295,0,1
808,19060295,6,3
808,19060295,5,4
809,19060296,0,2
809,19060296,6,1
809,19060296,7,6
809,19060296,5,2
809,19060296,3,1
810,19060297,0,4
810,19060297,6,6
811,19060298,1,6
811,19060298,8,1
812,19060299,6,1
812,19060299,3,6
813,19060300,4,3
813,19060300,6,1
813,19060300,8,1
813,19060300,5,1
814,19060301,,0
815,19060302,6,2
815,19060302,7,5
815,19060302,8,2
816,19060303,0,2
816,19060303,1,3
816,19060303,2,4
816,19060303,7,5
816,19060303,3,4
817,19060304,2,3
817,19060304,7,6
817,19060304,8,2
818,19060305,5,4
819,19060306,4,2
819,19060306,1,2
819,19060306,6,2
819,19060306,7,6
819,19060306,5,5
819,19060306,3,3
820,19060307,4,2
820,19060307,6,1
820,19060307,7,3
821,19060308,4,1
821,19060308,3,3
822,19060309,1,3
822,19060309,6,5
822,19060309,2,6
822,19060309,5,2
823,19060311,8,2
824,19060312,4,6
824,19060312,5,4
825,19060315,4,4
825,19060315,0,4
825,19060315,2,6
825,19060315,7,1
825,19060315,8,2
826,19060316,0,2
826,19060316,6,4
826,19060316,8,1
826,19060316,3,3
827,19060317,4,1
827,19060317,0,2
827,19060317,1,2
827,19060317,2,7
828,19060318,6,4
828,19060318,2,2
829,19060319,4,2
829,19060319,0,4
829,19060319,1,1
829,19060319,7,1
829,19060319,8,2
829,19060319,5,3
830,19060320,0,3
830,19060320,6,4
830,19060320,7,4
831,19060320,0,3
831,19060320,6,4
831,19060320,7,4
832,19060321,0,3
833,19060322,4,3
833,19060322,1,1
833,19060322,6,4
834,19060323,4,3
834,19060323,0,5
834,19060323,3,1
835,19060324,4,6
835,19060324,1,3
835,19060324,8,1
835,19060324,3,4
836,19060325,8,3
837,19060326,2,4
837,19060326,5,1
838,19060327,0,6
838,19060327,8,4
838,19060327,5,2
838,19060327,3,3
839,19060329,0,3
839,19060329,2,2
839,19060329,8,1
840,19060332,4,6
840,19060332,7,3
840,19060332,8,4
840,19060332,5,3
840,19060332,3,6
841,19060334,0,8
841,19060334,6,7
841,19060334,5,4
842,19060335,4,4
842,19060335,1,2
842,19060335,7,1
842,19060335,3,2
843,19060336,6,6
843,19060336,2,3
843,19060336,7,4
843,19060336,8,1
843,19060336,3,6
844,19060337,4,3
844,19060337,0,5
844,19060337,1,4
844,19060337,6,3
844,19060337,2,3
845,19060338,6,1
845,19060338,8,5
845,19060338,3,2
846,19060339,6,1
847,19060340,6,2
847,19060340,7,2
847,19060340,5,3
848,19060341,1,1
848,19060341,2,5
848,19060341,8,4
848,19060341,3,4
849,19060343,4,3
849,19060343,2,1
849,19060343,5,1
849,19060343,3,1
850,19060344,4,3
850,19060344,1,2
850,19060344,7,6
851,19060345,5,3
851,19060345,3,6
852,19060345,5,3
852,19060345,3,6
853,19060348,4,3
853,19060348,7,4
853,19060348,5,2
853,19060348,3,5
854,19060351,6,1
854,19060351,3,1
855,19060352,,0
856,19060353,4,2
856,19060353,0,2
856,19060353,1,1
856,19060353,5,2
857,19060354,6,2
857,19060354,7,3
857,19060354,5,3
857,19060354,3,5
858,19060358,6,3
858,19060358,7,2
858,19060358,8,3
858,19060358,5,3
859,19060360,3,2
860,19060362,7,2
860,19060362,5,3
861,19060366,8,1
861,19060366,5,1
862,19060367,7,3
862,19060367,8,5
862,19060367,3,4
863,19060368,2,7
863,19060368,7,3
863,19060368,8,5
864,19060369,0,2
864,19060369,1,1
864,19060369,8,2
865,19060371,0,5
865,19060371,1,3
865,19060371,6,2
865,19060371,2,6
866,19060373,4,6
866,19060373,5,1
867,19060374,4,5
867,19060374,6,4
868,19060376,0,2
868,19060376,6,4
868,19060376,2,2
868,19060376,7,3
869,19060377,4,3
869,19060377,2,8
870,19060379,4,8
870,19060379,5,4
871,19060380,4,5
871,19060380,1,2
871,19060380,2,2
871,19060380,8,4
872,19060381,2,3
872,19060381,8,5
872,19060381,5,5
